STATEFP,CD116FP,GEOID,NAMELSAD,LSAD,CDSESSN,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,color,military
20,2,2002,Congressional District 2,C2,116,G5200,N,36633404506,527754544,38.4822777,-95.42464,,28
46,0,4600,Congressional District (at Large),C1,116,G5200,N,1.96347E+11,-912247071,44.4467957,-100.2381762,,72
66,98,6698,Delegate District (at Large),C4,116,G5200,N,543555840,934337453,13.4382886,144.7729493,,1
25,1,2501,Congressional District 1,C2,116,G5200,N,6086782031,129713573,42.3310441,-72.8641784,,6
25,3,2503,Congressional District 3,C2,116,G5200,N,1962308222,76095039,42.5895154,-71.5728279,,3
25,5,2505,Congressional District 5,C2,116,G5200,N,686653254,58468410,42.3553663,-71.2984404,,0
25,4,2504,Congressional District 4,C2,116,G5200,N,1730813070,86329577,41.9972149,-71.2275358,,4
25,7,2507,Congressional District 7,C2,116,G5200,N,162433345,97438634,42.3166876,-71.009442,,1
25,2,2502,Congressional District 2,C2,116,G5200,N,-78566990,221866012,42.3850416,-72.1186908,,8
25,9,2509,Congressional District 9,C2,116,G5200,N,-1145110313,5148464984,41.6903601,-70.4943141,,12
25,6,2506,Congressional District 6,C2,116,G5200,N,1364422330,864189658,42.6171124,-70.8853911,,4
25,8,2508,Congressional District 8,C2,116,G5200,N,845455823,447359599,42.1947343,-70.9440053,,1
54,1,5401,Congressional District 1,C2,116,G5200,N,16254914688,175294958,39.3819864,-80.2684973,,14
54,3,5403,Congressional District 3,C2,116,G5200,N,25241698809,191079291,37.9911687,-81.218273,,14
54,2,5402,Congressional District 2,C2,116,G5200,N,20769861016,122654294,38.8387542,-80.1737613,,9
78,98,7898,Delegate District (at Large),C4,116,G5200,N,348021896,1550236201,18.2758499,-64.8903849,,2
2,0,200,Congressional District (at Large),C1,116,G5200,N,1.47884E+12,2.45482E+11,63.347356,-152.8397334,,283
72,98,7298,Resident Commissioner District (at Large),C3,116,G5200,N,8868896030,4922382562,18.217648,-66.4107992,,11
55,1,5501,Congressional District 1,C2,116,G5200,N,4475448921,-1771274860,42.6952385,-88.0463495,,15
55,3,5503,Congressional District 3,C2,116,G5200,N,28791180399,815152730,44.056297,-90.8917476,,21
55,4,5504,Congressional District 4,C2,116,G5200,N,332617267,-1840418053,42.9048585,-87.842394,,2
55,5,5505,Congressional District 5,C2,116,G5200,N,4897640233,165505624,43.1995976,-88.5315279,,10
55,7,5507,Congressional District 7,C2,116,G5200,N,59672185021,7700520546,45.6989971,-90.6553345,,40
55,2,5502,Congressional District 2,C2,116,G5200,N,11750536110,189001494,42.9842952,-89.750866,,15
55,6,5506,Congressional District 6,C2,116,G5200,N,12740758652,7315844396,43.7792439,-88.2744226,,8
55,8,5508,Congressional District 8,C2,116,G5200,N,17629673120,8180685289,44.8312557,-87.9368111,,17
37,1,3701,Congressional District 1,C2,116,G5200,N,15206281725,526676361,36.1462572,-77.5228846,,8
37,7,3707,Congressional District 7,C2,116,G5200,N,15397320259,1127451539,34.6426108,-78.2110747,,10
37,2,3702,Congressional District 2,C2,116,G5200,N,6988623688,95720327,35.7612489,-78.4067725,,7
37,6,3706,Congressional District 6,C2,116,G5200,N,10128826240,209232379,36.0145377,-79.4722399,,16
37,3,3703,Congressional District 3,C2,116,G5200,N,18692480370,10738328614,35.4469667,-76.6052861,,18
37,10,3710,Congressional District 10,C2,116,G5200,N,6708434281,107723252,35.4391869,-81.6293598,,6
37,4,3704,Congressional District 4,C2,116,G5200,N,1896794144,18220198,35.9111759,-79.2661257,,2
37,5,3705,Congressional District 5,C2,116,G5200,N,10279829942,80959022,36.2653335,-80.9797738,,10
37,13,3713,Congressional District 13,C2,116,G5200,N,4744852425,105491253,35.8477068,-80.450929,,6
37,11,3711,Congressional District 11,C2,116,G5200,N,17106622133,190956833,35.5214138,-82.8102435,,8
37,9,3709,Congressional District 9,C2,116,G5200,N,10035418040,85881092,34.8530785,-79.5357,,10
37,8,3708,Congressional District 8,C2,116,G5200,N,7650443230,123254406,35.2956105,-79.7801656,,6
37,12,3712,Congressional District 12,C2,116,G5200,N,1087729587,56176119,35.2737407,-80.8560069,,2
33,1,3301,Congressional District 1,C2,116,G5200,N,6384522070,625111184,43.4647305,-71.2001774,,6
33,2,3302,Congressional District 2,C2,116,G5200,N,16804891096,401564064,43.7641775,-71.7213985,,18
60,98,6098,Delegate District (at Large),C4,116,G5200,N,197759063,1307243754,-14.267159,-170.6682674,,3
40,1,4001,Congressional District 1,C2,116,G5200,N,-68722095,143292945,36.2117411,-95.7895823,,5
40,3,4003,Congressional District 3,C2,116,G5200,N,88361609694,814268800,36.1070688,-98.8397654,,64
40,5,4005,Congressional District 5,C2,116,G5200,N,5371379647,59057302,35.3078792,-96.9896037,,4
40,4,4004,Congressional District 4,C2,116,G5200,N,25322931466,408016815,34.5865916,-97.7501307,,24
40,2,4002,Congressional District 2,C2,116,G5200,N,54380759715,1949952135,35.1433031,-95.4417722,,39
10,0,1000,Congressional District (at Large),C1,116,G5200,N,5045925646,1399985648,38.9985661,-75.441644,,10
42,1,4201,Congressional District 1,C2,116,G5200,N,1653701106,45137458,40.3320537,-75.1134194,,4
42,18,4218,Congressional District 18,C2,116,G5200,N,757702393,19898044,40.3711995,-79.8989312,,2
42,7,4207,Congressional District 7,C2,116,G5200,N,-2076268262,30474030,40.725806,-75.4268756,,5
42,2,4202,Congressional District 2,C2,116,G5200,N,162453180,8537703,40.0464237,-75.0596773,,1
42,17,4217,Congressional District 17,C2,116,G5200,N,-2008121753,41571090,40.6087613,-80.1871263,,4
42,14,4214,Congressional District 14,C2,116,G5200,N,7375851296,52399122,40.0761735,-79.9247819,,9
42,6,4206,Congressional District 6,C2,116,G5200,N,-1930788625,27871337,40.0240029,-75.7762972,,4
42,3,4203,Congressional District 3,C2,116,G5200,N,136667590,4710201,40.0043086,-75.1988949,,0
42,10,4210,Congressional District 10,C2,116,G5200,N,-1497311843,100518003,40.2624086,-76.8578762,,7
42,4,4204,Congressional District 4,C2,116,G5200,N,1235183943,11540873,40.2208,-75.3931649,,5
42,5,4205,Congressional District 5,C2,116,G5200,N,548506604,26310378,39.9205219,-75.3752409,,1
42,16,4216,Congressional District 16,C2,116,G5200,N,8576674591,2083865765,41.6326383,-80.136568,,9
42,13,4213,Congressional District 13,C2,116,G5200,N,15591714852,92403236,40.1031549,-78.2624436,,11
42,11,4211,Congressional District 11,C2,116,G5200,N,-402391032,113349199,39.9707441,-76.3980211,,6
42,9,4209,Congressional District 9,C2,116,G5200,N,8533246423,92317194,40.778673,-76.1602212,,11
42,15,4215,Congressional District 15,C2,116,G5200,N,25214872952,223499582,41.2108534,-78.9103277,,17
42,12,4212,Congressional District 12,C2,116,G5200,N,25629897859,242921113,41.3438824,-77.0552624,,14
42,8,4208,Congressional District 8,C2,116,G5200,N,6908014567,177265662,41.3644747,-75.4046788,,9
12,1,1201,Congressional District 1,C2,116,G5200,N,10405816127,1919384110,30.6628014,-86.6624661,,8
12,7,1207,Congressional District 7,C2,116,G5200,N,1017471375,110917454,28.6870369,-81.2447228,,2
12,27,1227,Congressional District 27,C2,116,G5200,N,293302729,597416563,25.6912633,-80.2501523,,0
12,17,1217,Congressional District 17,C2,116,G5200,N,14437145834,1918872575,27.2327392,-81.5515394,,9
12,6,1206,Congressional District 6,C2,116,G5200,N,5627035258,1318862943,29.1930377,-81.2796011,,10
12,14,1214,Congressional District 14,C2,116,G5200,N,714675118,233953834,28.0135308,-82.4864379,,2
12,5,1205,Congressional District 5,C2,116,G5200,N,9888522481,239830493,30.4481169,-83.324429,,6
12,24,1224,Congressional District 24,C2,116,G5200,N,265305017,33054938,25.9084664,-80.2109109,,1
12,16,1216,Congressional District 16,C2,116,G5200,N,-940689767,954285435,27.5331029,-82.3581552,,2
12,11,1211,Congressional District 11,C2,116,G5200,N,6235891832,1243668220,28.7869395,-82.216916,,4
12,15,1215,Congressional District 15,C2,116,G5200,N,-1478514631,214478863,28.1969733,-81.9804493,,4
12,23,1223,Congressional District 23,C2,116,G5200,N,484534996,184761814,26.0421375,-80.240928,,2
12,8,1208,Congressional District 8,C2,116,G5200,N,4536447256,1710622089,28.1646486,-80.6989059,,8
12,12,1212,Congressional District 12,C2,116,G5200,N,-2071863874,545757465,28.2687095,-82.4918091,,3
12,18,1218,Congressional District 18,C2,116,G5200,N,-381393646,979668133,27.1375365,-80.3816414,,4
12,2,1202,Congressional District 2,C2,116,G5200,N,28500909452,4835768335,30.0752566,-84.1792869,,16
12,20,1220,Congressional District 20,C2,116,G5200,N,5592437702,639142009,26.4461298,-80.5869868,,4
12,25,1225,Congressional District 25,C2,116,G5200,N,9071589763,452925118,26.204284,-81.2029593,,6
12,21,1221,Congressional District 21,C2,116,G5200,N,663696308,250336902,26.5626305,-80.1262451,,1
12,3,1203,Congressional District 3,C2,116,G5200,N,9232593580,722972427,29.6808028,-82.0478601,,5
12,10,1210,Congressional District 10,C2,116,G5200,N,1130063436,206005788,28.543829,-81.512865,,3
12,4,1204,Congressional District 4,C2,116,G5200,N,-228983540,1016868324,30.6764384,-82.0505705,,5
4,1,401,Congressional District 1,C2,116,G5200,N,1.42546E+11,354110880,34.9710133,-110.7259249,,34
4,3,403,Congressional District 3,C2,116,G5200,N,40632657178,8409911,32.4223184,-112.4013007,,9
4,5,405,Congressional District 5,C2,116,G5200,N,760073450,2338559,33.3396944,-111.7124237,,3
4,4,404,Congressional District 4,C2,116,G5200,N,85987711649,504383238,34.5909175,-113.2045275,,18
4,7,407,Congressional District 7,C2,116,G5200,N,530107625,1651788,33.427819,-112.1187677,,1
4,2,402,Congressional District 2,C2,116,G5200,N,20298527958,138375379,31.9166176,-109.9387277,,8
4,9,409,Congressional District 9,C2,116,G5200,N,426737344,2969348,33.4060068,-111.9499956,,1
4,6,406,Congressional District 6,C2,116,G5200,N,1618660740,11030711,33.6656628,-111.8884711,,2
4,8,408,Congressional District 8,C2,116,G5200,N,1398129833,4067789,33.6955714,-112.2995758,,2
48,28,4828,Congressional District 28,C2,116,G5200,N,24291214134,299391564,27.8486342,-98.9136118,,4
48,1,4801,Congressional District 1,C2,116,G5200,N,20380430454,950996579,31.9516781,-94.552046,,12
48,29,4829,Congressional District 29,C2,116,G5200,N,484560611,10286993,29.9491007,-95.4170408,,1
48,7,4807,Congressional District 7,C2,116,G5200,N,419784487,3069802,29.8792303,-95.7786226,,2
48,27,4827,Congressional District 27,C2,116,G5200,N,23622386853,4536985434,28.7829945,-96.8414071,,24
48,6,4806,Congressional District 6,C2,116,G5200,N,5564805243,255530191,32.2350539,-96.6658786,,8
48,17,4817,Congressional District 17,C2,116,G5200,N,19815272799,309171233,31.1536017,-96.6657676,,15
48,14,4814,Congressional District 14,C2,116,G5200,N,6336699151,-1755498856,29.4337172,-94.8926947,,6
48,36,4836,Congressional District 36,C2,116,G5200,N,18455700461,1242515897,30.429193,-94.4314897,,14
48,5,4805,Congressional District 5,C2,116,G5200,N,13064694054,493918427,32.2257951,-95.7316676,,13
48,16,4816,Congressional District 16,C2,116,G5200,N,1841077520,3699541,31.9147345,-106.3088128,,1
48,24,4824,Congressional District 24,C2,116,G5200,N,680368890,23325673,32.9194727,-97.0127238,,2
48,33,4833,Congressional District 33,C2,116,G5200,N,549099381,16592268,32.7564438,-97.1069479,,1
48,11,4811,Congressional District 11,C2,116,G5200,N,72090912439,567658850,31.7323018,-100.063687,,33
48,15,4815,Congressional District 15,C2,116,G5200,N,20212430203,154866294,27.7500112,-98.2634106,,10
48,23,4823,Congressional District 23,C2,116,G5200,N,1.50371E+11,448808223,30.38921,-102.3267561,,37
48,12,4812,Congressional District 12,C2,116,G5200,N,-563141942,86780622,32.8213284,-97.664515,,9
48,8,4808,Congressional District 8,C2,116,G5200,N,15682590427,410338546,30.8332407,-95.5436034,,7
48,34,4834,Congressional District 34,C2,116,G5200,N,21214050940,-930795874,28.6690372,-97.9260082,,9
48,30,4830,Congressional District 30,C2,116,G5200,N,922898557,32939871,32.6586215,-96.7990089,,3
48,18,4818,Congressional District 18,C2,116,G5200,N,609407297,4386002,29.8646025,-95.5636383,,1
48,2,4802,Congressional District 2,C2,116,G5200,N,799680486,54815759,29.8484945,-95.6459326,,1
48,20,4820,Congressional District 20,C2,116,G5200,N,517653119,1036519,29.4743174,-98.6224612,,1
48,31,4831,Congressional District 31,C2,116,G5200,N,5580509592,136094581,30.8288177,-97.5354116,,5
48,25,4825,Congressional District 25,C2,116,G5200,N,19742092988,316353052,31.5007907,-97.8159131,,10
48,32,4832,Congressional District 32,C2,116,G5200,N,481897778,34271738,32.9203834,-96.653636,,0
48,21,4821,Congressional District 21,C2,116,G5200,N,15335237810,91754552,30.0578898,-98.9753677,,7
48,3,4803,Congressional District 3,C2,116,G5200,N,1245329624,98074589,33.1592134,-96.6126952,,3
48,10,4810,Congressional District 10,C2,116,G5200,N,13136357289,185202535,29.9766245,-96.5921553,,10
48,4,4804,Congressional District 4,C2,116,G5200,N,26238357408,1009693997,33.298288,-95.4180633,,24
48,35,4835,Congressional District 35,C2,116,G5200,N,1538273012,19151538,29.9155235,-97.884094,,3
48,13,4813,Congressional District 13,C2,116,G5200,N,99326765882,764765962,34.8376887,-100.5978721,,50
48,26,4826,Congressional District 26,C2,116,G5200,N,-1944979503,191353567,33.1846148,-97.1341729,,13
48,22,4822,Congressional District 22,C2,116,G5200,N,-1618318144,61159619,29.5107373,-95.677411,,13
48,9,4809,Congressional District 9,C2,116,G5200,N,429173856,5290341,29.6454702,-95.494207,,0
48,19,4819,Congressional District 19,C2,116,G5200,N,66914406427,282385039,33.2452902,-101.2097385,,34
44,1,4401,Congressional District 1,C2,116,G5200,N,695578890,628693637,41.6306771,-71.3286718,,2
44,2,4402,Congressional District 2,C2,116,G5200,N,1982201012,694976850,41.5696012,-71.6155143,,5
35,1,3501,Congressional District 1,C2,116,G5200,N,11916434922,16504856,34.7717346,-106.0514021,,5
35,3,3503,Congressional District 3,C2,116,G5200,N,1.16459E+11,303683653,36.0098523,-105.831857,,24
35,2,3502,Congressional District 2,C2,116,G5200,N,1.85821E+11,408588014,33.3852613,-106.2994424,,29
49,1,4901,Congressional District 1,C2,116,G5200,N,50652446765,-1072860282,40.9604767,-111.3327276,,9
49,3,4903,Congressional District 3,C2,116,G5200,N,51990614064,458725091,38.696764,-110.2164022,,10
49,4,4904,Congressional District 4,C2,116,G5200,N,6603647100,373990713,39.8793168,-111.8444529,,4
49,2,4902,Congressional District 2,C2,116,G5200,N,1.0364E+11,-1350965720,38.7449472,-112.5531266,,23
9,1,901,Congressional District 1,C2,116,G5200,N,1749309368,51291912,41.7901515,-73.2011801,,3
9,3,903,Congressional District 3,C2,116,G5200,N,1218074496,68693984,41.3856882,-72.8773022,,3
9,4,904,Congressional District 4,C2,116,G5200,N,1193636603,214325604,41.1968011,-73.3885143,,1
9,5,905,Congressional District 5,C2,116,G5200,N,-1062860895,88053659,41.6943231,-73.2099985,,5
9,2,902,Congressional District 2,C2,116,G5200,N,5149370200,297591677,41.653687,-72.2065086,,8
9,ZZ,09ZZ,Congressional Districts not defined,0,116,G5200,F,0,1095660735,41.1666065,-72.8424645,,0
30,0,3000,Congressional District (at Large),C1,116,G5200,N,3.76963E+11,-425758464,47.0511771,-109.6348174,,123
36,1,3601,Congressional District 1,C2,116,G5200,N,1684100500,-935628079,40.983872,-72.549515,,8
36,7,3607,Congressional District 7,C2,116,G5200,N,41801517,2679582,40.6441825,-74.0259596,,0
36,27,3627,Congressional District 27,C2,116,G5200,N,10289754856,-1071544717,43.0008504,-78.3168825,,20
36,17,3617,Congressional District 17,C2,116,G5200,N,990764875,149861991,41.1595319,-73.9193555,,1
36,14,3614,Congressional District 14,C2,116,G5200,N,73747625,39239213,40.8097822,-73.8370035,,1
36,6,3606,Congressional District 6,C2,116,G5200,N,77166993,711425,40.7348618,-73.8234555,,0
36,5,3605,Congressional District 5,C2,116,G5200,N,134550083,184506173,40.5965625,-73.8272118,,1
36,24,3624,Congressional District 24,C2,116,G5200,N,6186361793,-1022998746,43.2103194,-76.6480936,,7
36,16,3616,Congressional District 16,C2,116,G5200,N,202964844,76413628,40.9397352,-73.791088,,0
36,11,3611,Congressional District 11,C2,116,G5200,N,168159647,128599122,40.5669743,-74.1263136,,0
36,15,3615,Congressional District 15,C2,116,G5200,N,37598152,6263939,40.8240306,-73.8911626,,0
36,23,3623,Congressional District 23,C2,116,G5200,N,19092721663,1602345774,42.344244,-77.8458079,,18
36,8,3608,Congressional District 8,C2,116,G5200,N,73598441,48115635,40.621438,-73.9110774,,0
36,12,3612,Congressional District 12,C2,116,G5200,N,38311782,7282924,40.7510262,-73.9504201,,0
36,18,3618,Congressional District 18,C2,116,G5200,N,-787736537,160314432,41.4116573,-74.0809815,,6
36,2,3602,Congressional District 2,C2,116,G5200,N,470068839,375364727,40.685327,-73.2884424,,3
36,20,3620,Congressional District 20,C2,116,G5200,N,-1105576888,81932864,42.7488819,-73.9883663,,5
36,25,3625,Congressional District 25,C2,116,G5200,N,1321096008,1831993802,43.3233952,-77.715489,,3
36,3,3603,Congressional District 3,C2,116,G5200,N,660259920,301922153,40.8604959,-73.5053788,,0
36,21,3621,Congressional District 21,C2,116,G5200,N,39144919489,-952987495,44.0083839,-74.6092313,,23
36,10,3610,Congressional District 10,C2,116,G5200,N,36381172,23227075,40.7032066,-74.0063421,,0
36,4,3604,Congressional District 4,C2,116,G5200,N,286752056,168713321,40.6369483,-73.6059099,,0
36,13,3613,Congressional District 13,C2,116,G5200,N,26316818,7203018,40.8388622,-73.9329821,,0
36,26,3626,Congressional District 26,C2,116,G5200,N,567624846,35592405,42.9618255,-78.8409831,,2
36,22,3622,Congressional District 22,C2,116,G5200,N,13150495474,386868974,42.8706939,-75.6626641,,11
36,9,3609,Congressional District 9,C2,116,G5200,N,40269800,499820,40.6421839,-73.9472006,,0
36,19,3619,Congressional District 19,C2,116,G5200,N,20556741403,430632551,42.2278105,-74.4256329,,20
