long,lat
-88.05529,30.68979
-88.10646,30.6708
-88.04008,30.69015
-86.96746,34.80598
-86.58271,34.73564
-86.85365,33.51394
-86.85365,33.51394
-87.59443,32.70357
-86.98225,34.80508
-87.78712,31.68673
-86.60898,33.20482
-87.3061,31.99763
-86.62734,31.83257
-85.43804,32.90652
-86.10313,33.43764
-88.03979,30.69034
-88.10646,30.6708
-88.03979,30.69034
-88.21657,32.0877
-85.38525,32.65391
-88.13725,33.13138
-87.6751,34.80175
-86.59342,34.72753
-86.79516,33.32452
-87.89041,32.84129
-87.56298,30.39654
-86.47176,32.45953
-86.747,33.50743
-87.09091,33.73169
-87.01422,32.40885
-86.29161,32.35213
-87.31793,32.63446
-88.29437,32.48383
-86.48793,31.30243
-86.48793,31.30243
-88.13818,32.56319
-88.29411,31.47253
-86.53769,34.72003
-85.71449,34.43922
-85.71449,34.43922
-86.29303,32.37645
-86.81283,33.51458
-87.59424,32.71317
-86.74919,34.69407
-86.21548,32.86725
-86.03733,34.67179
-87.56584,33.21045
-87.57842,33.21904
-86.60898,33.17925
-86.00513,34.01391
-86.00513,34.01391
-85.84636,33.24363
-85.94671,31.82285
-88.13818,32.56319
-87.89038,33.32262
-87.42077,31.4705
-86.21548,32.86725
-85.38911,31.22382
-86.80949,33.51496
-86.31063,32.36612
-86.82467,33.42958
-86.31101,32.37375
-88.23785,32.11194
-85.71959,34.94947
-85.0009,32.46851
-86.49274,34.32768
-86.28191,31.74659
-86.04895,34.02262
-86.93179,34.44638
-87.29119,34.48047
-88.18115,30.66666
-85.38025,32.64708
-86.58595,34.7305
-88.12781,30.66739
-87.90081,30.52388
-86.20556,32.53707
-85.34601,31.28818
-87.54712,33.20964
-87.01724,32.40298
-86.04895,34.02262
-85.81574,31.72046
-85.82646,33.65842
-87.32765,31.51158
-86.25086,33.16453
-86.26153,33.18505
-88.29411,31.47253
-86.01936,34.01233
-87.26488,33.83576
-88.04303,30.6959
-88.04092,30.69698
-88.16462,33.12964
-88.07704,30.69234
-88.07704,30.69234
-88.10535,33.75431
-86.20616,32.59985
-87.49114,31.00903
-87.53617,34.66894
-86.09503,32.35664
-86.97004,34.80241
-87.68308,30.27212
-88.26265,30.76512
-86.98597,34.61182
-86.62444,33.50171
-86.31101,32.37375
-86.98225,34.80508
-86.96219,32.00294
-86.84821,33.5115
-86.74566,31.65737
-86.74566,31.65737
-87.90195,30.56595
-86.77529,34.89494
-85.16797,32.41973
-86.61038,31.60889
-87.68332,30.40633
-86.78814,33.46411
-86.60181,34.1104
-87.38741,34.53421
-88.15462,30.70401
-86.59152,34.75987
-86.30851,32.35256
-86.52653,34.6575
-86.58469,34.72861
-86.57223,34.72664
-87.57759,33.22819
-87.58354,33.23036
-87.58354,33.23036
-86.30681,32.33403
-87.83571,30.42221
-86.58808,33.46095
-86.79432,33.38533
-86.22614,34.67005
-88.04401,30.69651
-85.1683,31.8911
-86.61731,34.7084
-86.79686,33.49037
-86.3031,32.36426
-85.97027,31.80862
-85.39257,31.22673
-85.82646,33.65842
-87.70631,34.73802
-86.62841,34.7138
-87.78158,30.87652
-86.47505,32.46754
-86.80186,33.5513
-86.26153,33.18505
-87.90917,30.6015
-87.87618,30.62109
-86.42472,32.46438
-85.12623,31.27906
-86.63848,34.75203
-88.17437,32.03716
-86.17222,34.20111
-86.77441,33.48904
-86.85865,33.10622
-85.48474,32.5888
-85.49043,32.6056
-85.49046,32.60118
-87.66562,34.8195
-85.76118,33.79791
-85.76118,33.79791
-88.13818,32.56319
-85.95519,31.79828
-85.95519,31.79828
-86.3111,32.37663
-85.95519,31.79828
-86.569,34.79291
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-87.54843,33.20939
-86.46695,33.98259
-87.38654,34.00155
-86.81976,33.49099
-86.80725,33.50142
-86.77417,33.48473
-86.2087,32.3526
-86.2087,32.3526
-86.78154,33.49589
-86.73852,33.56294
-86.7499,33.1092
-86.5462,34.78365
-87.56643,33.20494
-85.14599,31.89681
-87.84868,32.49096
-87.02444,32.43436
-86.59342,34.72753
-86.70574,33.57503
-87.64879,34.84045
-86.31101,32.37375
-85.69088,32.42215
-86.3036,34.34911
-86.3036,34.34911
-86.80816,33.51539
-86.31167,32.3801
-85.73899,32.81459
-86.75223,34.66738
-87.60943,32.69759
-87.83766,32.51644
-87.31032,34.66655
-87.55926,34.85189
-88.09607,30.67475
-86.43197,34.7027
-86.27299,33.79484
-85.21885,31.47599
-86.93845,34.44281
-85.56267,34.53259
-85.21922,32.86426
-86.01404,34.02423
-85.95643,34.00027
-88.04213,30.69305
-87.56158,33.2084
-86.78855,33.52109
-86.78855,33.52109
-94.41512,35.38116
-92.29731,34.73877
-91.89038,36.05874
-94.4214,35.38455
-90.20024,36.38536
-93.70407,36.25678
-94.34078,35.31944
-93.11695,34.51894
-90.58635,34.52253
-93.05332,34.51174
-93.11695,34.51894
-93.18699,36.00821
-91.3352,34.06963
-94.13187,36.25783
-92.00335,34.22605
-90.46699,35.26972
-92.31593,36.38231
-91.51512,34.97713
-90.04277,35.57341
-94.448,36.41928
-91.98583,34.22917
-93.05357,34.51649
-93.10837,36.23096
-93.56637,36.3645
-93.0541,34.51711
-92.91911,35.12728
-90.35865,35.49077
-94.12844,33.67396
-90.50354,36.05539
-90.41832,35.53024
-94.16539,36.06635
-90.67934,35.84933
-93.0541,34.51181
-90.97015,36.26185
-92.08195,34.69462
-92.84456,33.5847
-94.13107,36.18645
-94.09416,36.34207
-92.27347,34.73402
-94.20916,36.37271
-93.3173,34.01303
-94.11055,36.0924
-94.20841,36.37578
-92.41747,34.75097
-90.9683,36.26435
-92.27331,34.74858
-91.15064,36.07974
-92.29327,34.7449
-93.11695,34.51894
-92.31089,34.72555
-94.20715,36.37326
-92.32802,34.7473
-92.2839,34.74984
-93.75744,36.31065
-93.73889,36.3914
-94.20772,36.37423
-94.32711,35.31435
-94.31039,35.33292
-94.41309,35.86701
-90.58635,34.52253
-94.38085,35.3796
-92.69523,36.24265
-92.40065,34.76672
-94.03769,33.42404
-90.4874,36.05631
-94.19285,36.38053
