long,lat,,,
-85.1597388,30.69786499,,,
-83.86917366,30.55684968,,,
-81.78433524,28.82125615,,,
-81.73748973,28.87524577,,,
-81.73672459,28.79874455,,,
-81.86869061,28.88808993,,,
-81.86748648,28.75773381,,,
-81.72031335,28.80346415,,,
-81.77383116,28.87329655,,,
-81.7643623,28.90451387,,,
-81.90927033,28.90730603,,,
-81.8666072,28.72828662,,,
-81.75335178,28.60443146,,,
-81.90359564,28.90635482,,,
-81.53014127,28.78794857,,,
-81.89365814,28.83454041,,,
-81.78842343,28.86942984,,,
-81.78020942,28.553178,,,
-81.70710478,28.80472522,,,
-81.90735006,28.80612703,,,
-81.796189,28.872366,,,
-81.67987294,28.91924171,,,
-81.86924562,28.72198782,,,
-81.88441652,28.76661469,,,
-81.68812543,28.8503128,,,
-81.79193945,28.63412805,,,
-81.83551643,28.64617186,,,
-81.69329199,28.87883252,,,
-81.79478218,28.642165,,,
-81.88603516,28.87398658,,,
-81.77893893,28.82424471,,,
-81.83468382,28.82827548,,,
-81.88062012,28.7565875,,,
-81.83107635,28.83298376,,,
-81.75384453,28.86077241,,,
-81.91732094,28.92967497,,,
-81.69258717,28.54467319,,,
-81.76568039,28.93235173,,,
-81.9043885,28.83678382,,,
-81.67667361,28.92044603,,,
-81.94800809,26.48865787,,,
-81.95831381,26.49228249,,,
-81.78139074,26.35723486,,,
-81.74947915,26.36875593,,,
-81.81197173,26.42855344,,,
-81.94139453,26.50455724,,,
-81.96580984,26.50583209,,,
-81.94106094,26.49009731,,,
-81.8608327,26.52156128,,,
-81.92044825,26.74499493,,,
-81.89887423,26.72775352,,,
-81.91137895,26.69721191,,,
-81.98380818,26.65040947,,,
-81.91781813,26.73201177,,,
-81.8891384,26.69827876,,,
-81.86350249,26.67930441,,,
-81.90505792,26.69502031,,,
-82.07969713,26.4974765,,,
-81.88691241,26.69151549,,,
-81.90177251,26.69899964,,,
-81.78956412,26.68961872,,,
-81.86364976,26.69439625,,,
-81.81831011,26.66488455,,,
-82.04255718,26.44393093,,,
-81.762389,26.355026,,,
-81.82244993,26.43951847,,,
-81.82242705,26.66842593,,,
-81.96329248,26.49939866,,,
-81.85029585,26.71051911,,,
-81.93247997,26.74977312,,,
-81.81570147,26.65444107,,,
-81.86659323,26.68826156,,,
-84.38417293,30.45557959,,,
-84.33858188,30.42675541,,,
-84.31841797,30.50351285,,,
-84.30519892,30.38496095,,,
-84.37485052,30.45428667,,,
-84.32665684,30.40744506,,,
-82.54203223,29.05222191,,,
-82.56500083,27.44201917,,,
-82.57019061,27.4310941,,,
-82.57741764,27.47887242,,,
-82.56864452,27.44755245,,,
-82.55885042,27.56409353,,,
-82.55523909,27.51841765,,,
-82.59469304,27.46063786,,,
-82.54572581,27.57107544,,,
-82.54968665,27.45323761,,,
-82.55510025,27.45097219,,,
-82.56373127,27.56666346,,,
-82.56519437,27.42731614,,,
-82.48649486,27.45043485,,,
-82.57019432,27.53887866,,,
-82.56407918,27.51935669,,,
-82.57427479,27.43790072,,,
-82.57462224,27.52509578,,,
-82.66755185,27.46077587,,,
-82.56649233,27.43858823,,,
-82.56687998,27.5133214,,,
-82.53479422,27.59060086,,,
-82.55233867,27.45655124,,,
-82.56246377,27.43154385,,,
-82.47583844,27.44888009,,,
-82.49761715,27.54665557,,,
-82.57758786,27.4497579,,,
-82.63062684,27.46464187,,,
-82.705121,27.483512,,,
-82.67174063,27.46268202,,,
-82.63061905,27.46833953,,,
-82.57130131,27.43822641,,,
-82.55937481,27.56598127,,,
-82.48466296,27.53926676,,,
-82.59901062,27.52579713,,,
-82.55125631,27.44570832,,,
-82.46447572,27.54634523,,,
-82.54461672,27.42498729,,,
-82.49332232,27.44353846,,,
-82.57056678,27.44791435,,,
-82.06739765,29.07330079,,,
-82.48536911,27.50613325,,,
-82.54185062,27.59111322,,,
-82.11040513,29.20883227,,,
-82.18732005,29.18944277,,,
-82.12990518,29.26068144,,,
-82.1357665,29.16256467,,,
-82.18853242,29.16323905,,,
-82.21618573,29.12923214,,,
-82.19907261,29.2084655,,,
-82.24938309,29.1885419,,,
-81.9306307,29.19600584,,,
-82.06570703,29.21625365,,,
-82.060164,29.22461832,,,
-82.07441342,29.07469422,,,
-81.83317931,28.99075523,,,
-82.17325495,29.06721742,,,
-82.09179435,29.06366002,,,
-82.17272878,29.0936745,,,
-82.04041915,29.17127989,,,
-82.21239647,29.1284751,,,
-81.73592321,29.35125045,,,
-82.17086206,29.08970193,,,
-81.91105226,29.21736035,,,
-81.99229289,29.04864409,,,
-82.0895875,29.21961678,,,
-82.04209012,29.19195145,,,
-82.18714471,29.21738375,,,
-82.03798371,29.1876256,,,
-82.09372946,29.11083109,,,
-82.17246183,29.09595924,,,
-82.17460251,29.09483681,,,
-80.27536252,27.09487204,,,
-80.247365,27.18958,,,
-80.222473,27.234734,,,
-80.235134,27.262789,,,
-80.19396844,27.11933238,,,
-80.27698587,27.09326118,,,
-80.47461888,27.03097556,,,
-80.139261,27.070544,,,
-80.51341476,25.01173706,,,
-81.24634338,24.67392719,,,
-86.57478465,30.44374753,,,
-86.5259537,30.75805502,,,
-86.63682526,30.45942962,,,
-86.63539285,30.44479675,,,
-86.64586959,30.44876692,,,
-86.62677096,30.4516973,,,
-80.79597269,27.21523811,,,
-80.82530908,27.28642269,,,
-80.78641148,27.20805865,,,
-81.29167713,28.51422913,,,
-81.39545306,28.48514545,,,
-81.48027709,28.57571979,,,
-81.50629361,28.39926701,,,
-81.51211353,28.70697227,,,
-81.58481851,28.57677883,,,
-81.40981944,28.58650158,,,
-81.5133466,28.71052466,,,
-81.45617625,28.62667588,,,
-81.37889156,28.47116295,,,
-81.41705638,28.59476093,,,
-81.54908305,28.62568618,,,
-81.39899024,28.47935279,,,
-81.31746191,28.47867194,,,
-81.4110162,28.5993434,,,
-81.15562565,28.56284862,,,
-81.43901646,28.47014516,,,
-81.47333227,28.58423129,,,
-81.18462875,28.57333783,,,
-81.6258027,28.76932793,,,
-81.41142462,28.50737261,,,
-81.48673749,28.66312906,,,
-81.32799826,28.47856522,,,
-81.45506922,28.54288223,,,
-81.30189398,28.49059948,,,
-81.55841671,28.40543256,,,
-81.11023391,28.55943491,,,
-81.54321037,28.6875005,,,
-81.16909637,28.57229716,,,
-81.27332117,28.56234165,,,
-81.59605232,28.75815807,,,
-81.24674867,28.563747,,,
-81.27652744,28.48014967,,,
-81.50323405,28.63515881,,,
-81.47577728,28.664378,,,
-81.26944222,28.57329755,,,
-81.29131411,28.49139033,,,
-81.28318691,28.49599527,,,
-81.42431938,28.61883628,,,
-81.60018598,28.54771626,,,
-81.57411769,28.72027877,,,
-81.46593859,28.62764698,,,
-81.6331731,28.35546255,,,
-81.59776568,28.55551125,,,
-81.23666475,28.34525326,,,
-81.43898529,28.27891039,,,
-81.44128181,28.27898125,,,
-81.43560942,28.155364,,,
-81.29346348,28.32714825,,,
-81.38035844,28.26129342,,,
-81.44085095,28.26172788,,,
-81.26539912,28.24761802,,,
-81.4062353,28.32095786,,,
-81.26140813,28.25485381,,,
-81.41312484,28.32120133,,,
-81.04267392,27.87089825,,,
-81.30568924,28.24969604,,,
-81.40471972,28.3248663,,,
-81.43657687,28.24069739,,,
-81.36497074,28.30617951,,,
-81.47266151,28.31456631,,,
-81.51792263,28.32443952,,,
-81.43710413,28.27814477,,,
-81.30940506,28.25895458,,,
-81.28266261,28.19328535,,,
-80.10288373,26.79627543,,,
-80.10746297,26.58369024,,,
-80.06422182,26.67260662,,,
-80.15024528,26.62156412,,,
-80.14122264,26.65399286,,,
-80.13900252,26.61645763,,,
-80.12552695,26.49328957,,,
-80.66086883,26.81404218,,,
-80.08017487,26.80903713,,,
-80.11736492,26.7108468,,,
-80.06663913,26.60068554,,,
-80.11869991,26.54346456,,,
-80.08072142,26.59545608,,,
-80.63863704,26.85306972,,,
-80.11639031,26.59019101,,,
-80.12616312,26.61344107,,,
-80.08354119,26.70208752,,,
-80.09437683,26.58125164,,,
-80.13176268,26.616422,,,
-80.13987667,26.70209561,,,
-80.07567626,26.84684019,,,
-80.67920691,26.68784843,,,
-80.07371109,26.62094319,,,
-80.09615222,26.58438067,,,
-80.10363141,26.7825945,,,
-80.66745945,26.81072599,,,
-80.13354614,26.63020055,,,
-80.15555817,26.58840486,,,
-80.11189885,26.54422917,,,
-80.09645519,26.54278297,,,
-80.13958691,26.64422391,,,
-82.24213161,28.22406841,,,
-82.18524586,28.35145513,,,
-82.17502776,28.31893976,,,
-82.21156852,28.23252129,,,
-82.18971379,28.43664326,,,
-82.19724703,28.25735174,,,
-82.68044794,28.26381394,,,
-82.16829021,28.27222522,,,
-82.16504452,28.23827151,,,
-82.20009374,28.2081945,,,
-82.18030635,28.31981715,,,
-82.67790008,28.37567899,,,
-82.68949215,28.37290199,,,
-82.70524309,28.2646544,,,
-82.70405266,28.24290595,,,
-82.68422845,28.25218748,,,
-82.33246048,28.40932005,,,
-82.70563364,28.28901893,,,
-82.17666342,28.31757365,,,
-82.62259951,28.31409409,,,
-82.68590368,28.36595734,,,
-82.77970005,28.17620312,,,
-82.65108299,28.32901802,,,
-82.69264099,28.24756663,,,
-82.65894131,28.42768624,,,
-82.47727133,28.18392003,,,
-82.46314837,28.24643812,,,
-82.23516548,28.22165273,,,
-82.24376629,28.21595604,,,
-82.18397256,28.3364015,,,
-82.19799978,28.40236547,,,
-82.13469223,28.24744913,,,
-82.15947303,28.25070322,,,
-82.62375179,28.31285569,,,
-82.65912233,28.37204348,,,
-82.21817659,28.32664259,,,
-82.63663275,28.19681934,,,
-82.59855368,28.43159393,,,
-82.21557267,28.24109172,,,
-82.65174569,28.3769744,,,
-82.23067604,28.21322612,,,
-82.19397687,28.26118532,,,
-82.17733222,28.29533676,,,
-82.70668194,28.02205268,,,
-82.73284755,27.92469349,,,
-82.69530836,28.02932613,,,
-82.74343927,27.96384223,,,
-82.74773993,27.80826633,,,
-82.78465053,27.8682051,,,
-82.73959903,27.75623307,,,
-82.67725317,27.79633969,,,
-82.69849914,27.85571107,,,
-82.63572893,27.86838805,,,
-82.71198613,27.89190952,,,
-82.78167961,27.86736489,,,
-82.7891959,27.8321115,,,
-82.7622298,27.91101719,,,
-82.73507343,27.90307803,,,
-82.76218723,27.91570705,,,
-82.77736739,27.89062099,,,
-82.73930522,27.89708731,,,
-82.78557659,27.9002556,,,
-82.71779991,27.90685677,,,
-82.74221683,27.91669295,,,
-82.81374838,27.88844981,,,
-82.74359826,27.9583507,,,
-82.74242658,27.90398179,,,
-82.73355427,27.9108446,,,
-82.76843586,28.01768449,,,
-82.76566392,28.02752125,,,
-82.74171726,28.05056682,,,
-82.77719711,28.05214066,,,
-82.77098704,28.0672783,,,
-82.74442267,28.12448648,,,
-82.74379773,28.1288042,,,
-82.74206967,28.11187547,,,
-82.7420911,27.81133842,,,
-82.71946086,27.82728436,,,
-82.72976991,27.8558644,,,
-82.77669731,27.90693709,,,
-82.74974112,28.0281003,,,
-82.78938642,27.88485926,,,
-82.74256,27.95839,,,
-82.77711075,27.89969888,,,
-82.78397863,27.95189481,,,
-82.78164418,27.8868643,,,
-82.7307167,28.02314498,,,
-82.72249035,27.91506785,,,
-82.7428873,28.03088439,,,
-82.73210854,27.95448868,,,
-82.72735035,27.99478176,,,
-82.67421318,27.81873856,,,
-82.63126814,27.83668607,,,
-82.72516744,27.86795234,,,
-82.63011819,27.87088885,,,
-82.67437478,27.83377913,,,
-82.73879448,27.88970875,,,
-82.668014,27.8261596,,,
-82.6799523,27.84311076,,,
-82.73763757,27.9594425,,,
-82.74108897,27.90025264,,,
-82.67674455,27.820573,,,
-82.65884203,27.84790226,,,
-82.64285303,27.73908288,,,
-82.78921442,27.88527338,,,
-82.78024278,27.89773623,,,
-82.7909938,27.88188797,,,
-82.70285799,27.91525475,,,
-82.73774823,28.15536631,,,
-82.72133455,27.96654148,,,
-82.70348938,27.91820254,,,
-82.78916995,27.8890324,,,
-82.73859431,27.90278618,,,
-82.75779529,27.90584017,,,
-82.73927421,27.84486388,,,
-82.72421931,27.94241522,,,
-82.7410333,27.95763232,,,
-82.73350023,28.03736994,,,
-82.71823942,27.96137895,,,
-82.78955175,27.88427845,,,
-82.73433634,27.86077411,,,
-82.7910521,27.93045382,,,
-82.73304545,28.0356073,,,
-82.6427006,27.83794159,,,
-82.74106678,28.03827289,,,
-82.73162971,27.90279875,,,
-81.98295631,28.02898225,,,
-81.97109559,28.01696369,,,
-81.97883551,28.01716585,,,
-81.86716856,28.04683575,,,
-81.63390119,28.13010495,,,
-81.92025918,28.03244625,,,
-81.38519056,27.89453823,,,
-81.64319245,28.1183933,,,
-81.8274317,27.88328204,,,
-81.64119173,28.19267088,,,
-81.54437486,27.73089902,,,
-81.58558718,27.83233666,,,
-81.66263553,28.00700438,,,
-81.71821087,28.10850248,,,
-82.00077433,28.17878651,,,
-81.62498646,28.02463557,,,
-81.98516893,28.04236199,,,
-82.02245907,28.04501873,,,
-81.64979892,28.18854715,,,
-81.59677666,27.97252289,,,
-81.97021289,28.10703882,,,
-81.69739141,28.08769598,,,
-81.97991421,28.10441818,,,
-81.74234145,27.99498969,,,
-81.73638151,27.91474098,,,
-81.99114022,28.13283012,,,
-81.79710553,27.72688411,,,
-81.8031627,28.05992915,,,
-81.6504787,28.11614241,,,
-81.97578792,28.0213072,,,
-81.97971821,28.03473067,,,
-81.66941435,28.08089032,,,
-81.96043596,27.96288573,,,
-81.92969873,28.10957393,,,
-81.93841378,28.0412732,,,
-81.97957794,28.0306385,,,
-81.95908635,28.07784594,,,
-81.77323304,28.05415676,,,
-81.7668101,28.03064431,,,
-81.64346662,28.12639299,,,
-81.79934855,28.1423744,,,
-81.9781906,27.9090703,,,
-81.64757357,28.06472212,,,
-81.9557672,28.08268529,,,
-81.97206031,28.01299056,,,
-81.98130993,28.11507641,,,
-81.80015344,27.72956964,,,
-81.48625103,27.72015297,,,
-82.01309882,28.03831431,,,
-81.58634143,28.2575373,,,
-81.8045083,28.05867482,,,
-81.83013364,27.86800502,,,
-81.69057978,28.12944998,,,
-81.78620616,27.74557762,,,
-81.69624771,27.96549522,,,
-81.69998292,27.96579745,,,
-81.81118421,27.90262182,,,
-81.62179452,27.96671846,,,
-81.95379433,28.13682897,,,
-81.66593678,28.10417265,,,
-81.58850004,28.2471037,,,
-81.55993812,27.72804211,,,
-81.65979798,28.1105508,,,
-81.98912091,28.12238915,,,
-81.56832551,27.75097846,,,
-82.05514577,27.92979846,,,
-81.98757614,28.04601707,,,
-81.93242652,28.12280884,,,
-81.89124014,28.0284648,,,
-81.68543633,28.09588598,,,
-81.90489411,28.09294472,,,
-81.78591872,27.92855336,,,
-81.42411051,27.94046148,,,
-81.57412315,28.20661908,,,
-81.7879821,27.74884148,,,
-81.41497935,27.85725533,,,
-81.81555977,28.0808647,,,
-81.97637892,27.91945706,,,
-81.90275046,28.04896713,,,
-81.30005787,28.69795347,,,
-82.32779106,30.01755894,,,
-81.08181365,29.25565277,,,
-80.98164921,29.11622859,,,
-81.08216001,29.26019883,,,
-80.14279433,26.26998527,,,
-119.9250161,37.55180209,,,
-116.9641029,32.72838237,,,
-119.9963008,38.90458851,,,
-118.1866516,33.96504634,,,
-118.2413355,33.98674414,,,
-118.3118196,33.83739372,,,
-118.2063056,34.13826883,,,
-118.1803873,34.10901865,,,
-118.2737948,33.91935863,,,
-118.2696943,33.91735355,,,
-118.4276234,34.00009967,,,
-118.4269119,33.99919308,,,
-118.172628,33.9664208,,,
-118.1714558,33.9687977,,,
-118.2043587,33.97725547,,,
-118.1344684,33.97230522,,,
-118.1679303,33.95520182,,,
-118.1674337,33.95514773,,,
-118.1606313,33.9572681,,,
-118.1678011,33.96333087,,,
-118.1670569,33.97122723,,,
-118.1682457,33.95524547,,,
-118.1534084,33.96491624,,,
-118.1644191,33.96072573,,,
-118.1601842,33.96748533,,,
-118.1662218,33.96316526,,,
-118.1618833,33.96767232,,,
-118.1691785,33.95961485,,,
-118.1573889,33.97119524,,,
-118.1669265,33.96137578,,,
-118.1420737,33.97311557,,,
-118.1590481,33.97489089,,,
-118.162599,33.95436117,,,
-118.1495367,33.96607675,,,
-118.1893574,33.95944326,,,
-118.1858695,33.96184715,,,
-118.185706,33.96016959,,,
-118.1851848,33.95864065,,,
-118.189156,33.95942509,,,
-118.1880353,33.9656062,,,
-118.1868827,33.96462455,,,
-118.1872225,33.96721578,,,
-118.1864198,33.96404945,,,
-118.1883899,33.96721292,,,
-118.1877441,33.95926805,,,
-118.1882193,33.96580919,,,
-118.1851904,33.96315286,,,
-118.2435264,33.88832554,,,
-118.250906,33.89253511,,,
-118.2428329,33.88834491,,,
-118.2197745,33.86453338,,,
