long,lat
-71.04905555,42.37850908
-70.46810284,41.7329845
-70.9799,42.5018
-71.2021,42.189
-70.9915,42.0879
-71.10220588,41.91267154
-71.2182232,42.6070742
-71.7923,42.2729
-71.89882734,42.20189928
-72.54743841,42.12051836
-70.76445864,42.09762372
-71.22407723,42.20650415
-71.07317637,42.77854696
-71.56784178,42.27647967
-71.11889838,42.76161908
-71.7617,42.2778
-71.76906694,42.27966719
-72.5923,42.5957
-71.1051,42.3395
-71.0706,42.337
-71.0732,42.3347
-71.1064,42.3372
-71.1114,42.4259
-71.0609,42.4605
-71.1683,42.7277
-71.1041,42.3745
-72.6032,42.1217
-73.2492,42.46
-70.2729,41.6534
-72.6532,42.3302
-71.9871,42.5863
-71.1501,42.71
-72.634,42.1659
-71.0448,42.7653
-86.62279,32.880286
-71.3356,42.28
-71.0945,41.9062
-71.1343,42.3741
-71.5739,42.5775
-71.246,42.3312
-70.8757,42.5641
-71.1637,41.6926
-71.7915,42.2498
-70.5798,41.4608
-70.9541,42.176
-71.146,41.7094
-70.9384,41.6264
-71.2748,41.942
-71.1485,42.3487
-71.1228,42.466
-81.29110761,35.69559449
-80.57179142,35.8993762
-80.44758969,36.00940389
-86.129219,32.35771
-87.5709109,33.23398145
-87.67621342,34.74719296
-87.99076878,34.12597718
-85.48545247,33.31140422
-86.81304301,33.25236487
-87.68285017,34.79385803
-86.42135153,34.36491335
-85.36363112,31.21630365
-85.15640542,31.88864508
-87.77602463,31.6943023
-86.24368522,32.37699114
-87.47879851,31.01702387
-86.26319151,31.69458855
-87.88944744,30.51887903
-85.96598214,34.00773628
-85.74113991,32.81859857
-85.96956615,32.93021327
-85.65108878,34.1614583
-86.9788726,34.80424558
-87.8951391,30.63528915
-87.68468565,30.42583568
-88.17800812,30.62480849
-85.82323962,33.65565519
-85.82324214,33.65557526
-86.97840721,34.80416393
-87.7850225,30.90393436
-86.80134612,33.50444826
-86.77625339,33.46373094
-86.80515914,33.50404815
-86.78833499,33.46911585
-86.7301833,33.54883428
-86.68602206,33.41491921
-86.77733262,33.46410394
-86.78912153,33.50747717
-86.66761102,33.59615452
-86.8020354,33.50560329
-86.16062817,34.22146585
-87.0734993,31.12703391
-87.30025784,31.99752515
-88.08863575,33.27447567
-87.14831123,32.95135837
-88.23507989,31.45953815
-87.8363988,32.50478853
-85.38460112,31.20381564
-85.36294421,31.21628917
-85.85536974,31.3187724
-86.94048359,31.43079857
-87.82468898,33.70817814
-86.01976607,34.07242575
-85.89253669,31.04879399
-86.00342706,34.00432554
-86.6463642,31.8290344
-87.58693419,32.69537224
-86.57217154,34.6936114
-86.66569635,34.75317024
-86.66023089,34.6962142
-86.58080551,34.7214331
-87.89513456,31.53106846
-85.76355079,33.78493225
-87.23599958,33.8427289
-86.2650457,31.69354407
-88.07977619,30.69572496
-88.13133629,30.68451749
-86.27754935,32.32815395
-86.2807098,32.31910698
-86.28538554,32.366953
-86.28579005,32.36696933
-86.25452692,31.29195824
-85.63208803,31.45157666
-86.2774691,33.60511077
-88.14732506,34.45810576
-87.71838607,34.51081812
-86.0474908,34.66203793
-87.05597305,32.42946521
-87.70026146,34.74595015
-86.25548758,33.16456023
-86.0907834,33.44027682
-87.533981,33.219066
-87.52636438,33.20517445
-87.48831785,33.18993567
-85.71214861,32.44521832
-85.71700933,32.14663511
-86.18639645,32.55226697
-88.29552376,32.49199422
-73.55312508,41.05501669
-73.42262362,41.11159665
-85.78105146,39.52527338
-86.15887275,41.67124835
-86.2224384,39.82094071
-85.14916601,41.07829552
-78.06371371,34.26075781
-78.94232538,36.00994038
-80.31857382,36.07833438
-79.82245615,36.0827955
-79.81786379,36.09290821
-78.66980289,35.32736325
-82.94250888,35.52538128
-77.58328281,35.29034063
-80.87161819,35.09201218
-80.74704794,35.30675743
-80.87160392,35.1208567
-80.8389018,35.20389989
-80.80389398,35.19205017
-86.26721649,39.90769543
-86.06049349,39.9021178
-86.83003269,40.40463095
-85.91660197,39.98933606
-86.15870702,39.96803205
-86.18398589,39.77788276
-85.10848202,41.09362544
-85.23912543,41.04028484
-85.7250539,40.03784389
-86.16310064,39.78980112
-86.15669477,40.48608021
-85.36429796,38.79250724
-86.03791071,39.89892094
-85.41481236,40.19678348
-84.88428452,39.86471001
-86.36246822,40.76329038
-86.36202032,40.76347877
-85.74863185,38.28225572
-85.75243381,38.33308559
-87.04968171,41.55327676
-85.42613706,41.64580409
-85.10893062,41.17526916
-85.2498494,41.03921169
-85.10066957,41.18957758
-85.10179344,41.18845198
-84.91436167,40.81622244
-85.89546379,39.21695292
-85.37272252,40.46794604
-85.22252619,39.3050249
-84.88253392,39.10979848
-84.88339905,39.11159135
-87.1597524,38.65961384
-85.29615831,41.44834035
-87.57110678,37.98373954
-87.50906592,37.99390802
-87.50155371,37.97285356
-87.50069541,37.95613074
-87.40998362,39.48541086
-85.83060471,41.56329208
-85.8394854,41.60360412
-86.94122941,38.39501217
-85.03539417,41.36886686
-85.47871194,39.34422389
-85.02995385,41.37095605
-85.41399145,40.19674184
-85.41555594,40.19677753
-86.35569253,39.60785711
-86.0824038,40.75664628
-86.90557191,40.06647186
-86.55092213,39.20597951
-86.53989359,39.15989295
-86.57195222,39.12060866
-85.82884424,41.24834382
-87.3315285,37.99290997
-85.17077499,40.73735484
-87.50590961,41.55061751
-87.51201932,41.53775793
-87.366975,41.39562034
-87.52471744,41.49235146
-87.5239895,41.61511211
-87.13877921,40.93451312
-87.52307341,41.61515732
-87.35767033,41.59955943
-87.32856654,41.4480817
-86.83454906,40.39402023
-86.47516372,38.56836144
-86.08641364,39.61567787
-86.0770006,39.47966774
-86.04216225,40.27193035
-84.99468911,41.63437877
-86.80637322,40.40053044
-86.90046109,41.70684113
-86.72529027,41.61065217
-86.51319832,38.85992088
-85.69320918,40.13064559
-86.25157885,41.68405529
-86.62199728,41.2875688
-86.38146434,41.72004604
-87.53209336,38.67331293
-85.76808106,39.79549333
-87.13030991,39.04074221
-86.15965567,39.95934448
-87.58983221,38.36091727
-85.6662408,40.56423279
-85.66416326,40.5636952
-86.15884972,41.45646777
-86.15031935,41.44333503
-86.32757392,41.35692792
-85.48874698,40.90587774
-85.132661,39.65623818
-85.46490159,41.15864637
-86.7775996,40.73397469
-86.07549818,39.78731372
-86.04216309,39.90111609
-86.13265134,39.63680298
-86.04094448,39.90268927
-86.07946763,39.64871776
-86.19144917,39.78150185
-86.20129205,39.80249355
-86.04373859,39.85576157
-85.40199292,38.74606151
-84.98492024,40.44129837
-85.36296315,39.94337701
-86.12465901,40.44720169
-86.16580401,40.49725642
-86.14768899,38.23787529
-86.50188213,39.76191216
-86.34044663,39.78050439
-85.83433519,38.30136439
-85.82798995,38.33995413
-86.4729904,40.07747345
-85.70932522,38.32690729
-87.05203311,41.48969037
-85.24821219,41.04279027
-85.1492772,41.07800073
-85.44403691,39.62175459
-86.59599849,41.05626757
-87.11181121,39.52907116
-86.51128071,40.26955065
-87.50292615,37.96334445
-87.39918421,39.65290251
-87.40904674,39.41939616
-87.40697561,39.48586458
-85.81587004,40.80691662
-87.2628112,38.04192863
-87.44510778,37.97488317
-87.44730206,37.97379253
-87.29670147,40.29043211
-84.92571375,39.83891265
-86.10707911,38.61326883
-87.44782771,41.63444669
-87.36336523,41.46334709
-87.44882232,41.63478933
-87.26079149,41.51274915
-87.32539938,41.44461985
-87.41261007,39.12557025
-86.89388199,40.4597147
-86.82744646,40.4066718
-86.49395817,38.85287258
-85.68130594,40.09548494
-85.84221575,40.27636513
-85.78618497,38.70498984
-86.17446958,41.70717738
-86.17800381,41.70123243
-86.19569205,41.06396434
-86.02352185,40.04581762
-86.14402004,39.98244635
-86.15917026,39.93934737
-86.33186129,41.33350568
-86.20436554,39.90181246
-85.89183392,38.95574044
-85.79472171,38.33670132
-116.2558081,43.6134328
-113.6860967,42.62039729
-116.5714522,43.55184662
-116.6942759,43.65432793
-116.7937027,47.69550332
-114.7096575,42.92099545
-86.273313,39.777528
-116.2669173,43.60707274
-117.0243661,46.41643974
-111.8729768,42.09765063
-113.2952329,43.63957481
-116.1272166,45.92706836
-116.9624413,44.24872401
-112.3347144,43.18743023
-112.420762,42.87385301
-111.2913526,47.48935452
-114.3232733,48.21516683
-112.7908673,46.18081803
-112.510929,45.933282
-87.23315588,30.4323569
-80.28721696,26.04613243
-81.27363896,28.37679959
-81.41305908,28.64633056
-80.19976772,26.52972805
-82.2878102,27.93299888
-82.4434916,28.53883382
-82.20072008,28.34796286
-81.10741883,29.24256233
-80.12778775,26.43719284
-81.90956898,26.51043166
-81.80295058,26.6304105
-80.31226968,25.86854243
-80.18022513,26.02055141
-81.66427482,30.34850524
-81.47668785,28.14478076
-81.89548304,28.83690409
-80.21456003,25.78879706
-80.21435329,25.74015862
-81.83268869,30.10876243
-81.78874501,26.2743089
-81.68488477,26.10553542
-81.73268379,26.21395287
-82.16233494,29.16587554
-81.43424488,28.56763289
-82.09569026,26.98892519
-80.42606953,27.26124677
-82.34510464,27.78778121
-80.22245581,27.13343729
-82.49185148,27.98214009
-82.35114261,28.19562413
-82.32381142,28.20036654
-81.72617786,28.00897569
-81.37927042,28.52361864
-81.46959339,28.40911405
-81.47942213,28.42906155
-81.36999643,28.57441435
-81.50807586,28.68089176
-81.28154012,28.53998025
-81.52765993,28.54966242
-81.36476076,28.61333605
-81.3704418,28.57229673
-81.37017523,28.4773875
-81.19230456,28.58180549
-81.32691114,28.59864479
-81.54085293,28.32812848
-81.4059707,28.31613504
-81.40919031,28.29968039
-81.30280672,28.24362232
-80.07056397,26.50505723
-80.05188127,26.72546173
-80.0911683,26.59858615
-80.08787269,26.76132359
-80.11045934,26.78297895
-80.67111188,26.72427155
-80.08656992,26.8296139
-80.25290531,26.68356565
-80.09145003,26.60904408
-80.06246203,26.75587114
-80.20506363,26.65166218
-81.69241585,29.64236171
-81.71179371,28.82367264
