long,lat
-82.413486,34.858256
-107.323218,39.547903
-119.843092,34.437729
-120.57341,34.962927
-120.629266,35.12126
-90.176454,33.517159
-79.699218,34.883663
-76.878256,40.26205
-98.387534,40.584276
-109.678352,48.554465
-122.099277,37.665997
-90.394347,31.86132
-89.286463,31.326921
-91.432558,38.707283
-110.853894,39.684036
-72.681314,41.768761
-77.731078,39.324452
-78.01178,40.483665
-71.086375,42.773297
-80.892232,37.675037
-99.371241,40.435926
-72.602309,42.204156
-90.462169,30.50718
-87.506511,41.691155
-87.668685,41.562446
-119.651816,36.326078
-80.167884,26.011641
-86.096553,42.791096
-93.592247,33.668913
-95.367526,29.767245
-80.006097,35.957128
-73.797729,42.253891
-82.439735,38.41582
-97.931522,38.055712
-94.429711,39.086917
-86.160423,39.761984
-117.733695,33.656771
-90.190936,32.300808
-81.723893,30.365601
-92.169906,38.57887
-88.078766,41.52524
-81.882173,31.605589
-78.921996,40.329689
-84.39967,42.248113
-85.584018,42.295255
-80.624928,35.496172
-94.585129,39.084576
-89.927544,41.245765
-122.913016,46.142264
-121.771952,42.225509
-71.560597,41.483959
-81.404234,28.293835
-87.86543,41.119259
-114.052816,35.188279
-79.829026,33.663882
-90.406761,38.581067
-79.385083,40.317405
-86.895901,40.419347
-87.871545,41.815634
-103.543576,37.988249
-81.951874,28.045603
-92.493384,40.02922
-89.127933,31.692168
-118.236778,34.056177
-93.217037,30.238126
-89.363699,40.147855
-108.707025,32.35007
-94.377972,38.912623
-77.580047,40.588309
-92.014519,30.226548
-115.54889,48.394842
-81.951874,28.045603
-102.618574,38.089623
-105.879968,35.480973
-76.307714,40.054181
-96.71317,40.815871
-84.495962,42.718731
-121.271887,38.133201
-77.220942,38.708143
-83.306154,43.04952
-120.605001,34.682704
-95.230539,38.971166
-92.286785,34.750298
-91.247298,43.833155
-105.212779,35.593432
-94.728322,32.494032
-120.643965,47.606493
-79.156934,37.406439
-90.67094,40.461212
-107.872242,48.360477
-88.376045,39.48273
-83.771074,38.652148
-90.451334,31.244467
-120.476805,37.307183
-97.404756,31.443352
-86.905385,41.721103
-100.625792,40.197634
-72.800678,41.539385
-83.413218,30.459878
-120.07498,37.022471
-89.11792,41.549584
-88.696568,32.364166
-90.059109,35.132458
-74.329583,40.568056
-94.366995,32.551549
-80.257759,25.849554
-76.730943,40.192569
-95.4891,32.662049
-76.502641,40.10896
-87.924359,42.940583
-87.917104,43.034518
-81.32403,38.180743
-120.912913,37.668951
-88.047508,30.708108
-101.298557,48.236083
-118.878059,34.28476
-72.606394,44.255749
-77.961014,39.458661
-112.047137,33.056284
-93.085355,44.947661
-77.472577,38.750084
-91.550772,40.971179
-122.138784,38.018921
-92.814018,34.365484
-122.334738,48.41847
-71.963093,41.350934
-74.446265,40.496522
-89.262264,36.112711
-86.745782,41.796656
-76.871494,38.948098
-114.604635,34.839964
-97.344886,38.046976
-76.276195,36.843509
-79.031865,43.113548
-79.063291,43.108736
-72.626379,42.318858
-72.92667,41.297714
-91.823809,30.008415
-72.093225,41.354267
-86.252372,41.837412
-90.078291,29.946085
-97.443013,35.219963
-76.45197,37.022731
-88.145497,41.779514
-75.753513,39.669686
-73.784329,40.911451
-74.16475,40.734706
-73.994459,40.750327
-122.198147,37.752499
-97.512749,35.46549
-80.830812,27.251867
-122.271667,37.793866
-117.200073,32.755266
-122.794059,46.991273
-95.92865,41.249828
-117.649569,34.061672
-70.376225,43.514326
-122.595925,45.366146
-81.381516,28.525926
-72.376818,41.30039
-93.764894,41.037116
-117.37943,33.192515
-92.414929,41.018815
-119.175978,34.199241
-81.640471,29.649734
-75.48376,40.042754
-75.922123,39.95918
-90.393341,36.753995
-89.466815,41.385191
-122.676806,45.528724
-79.992307,40.444738
-75.181041,39.955615
-75.155114,39.99678
-89.68026,30.524606
-73.2538,42.451558
-74.623976,40.31585
-73.446284,44.696728
-88.538272,41.662384
-87.205038,30.417749
-83.292325,42.632771
-89.467627,43.547079
-73.458753,44.042297
-117.318743,33.109248
-88.636601,40.879652
-70.291258,43.654097
-117.750621,34.059224
-73.93749,41.707056
-120.68786,35.622683
-81.060694,37.856594
-73.403536,44.524079
-111.664001,40.225957
-119.087729,46.237012
-116.547913,33.897491
-77.428794,37.241627
-82.443805,42.960419
-97.357416,35.012033
-71.413478,41.82949
-97.21846,34.741735
-77.293027,38.521882
-91.368525,39.957063
-104.437886,36.901072
-122.39337,40.583595
-92.537066,44.566214
-87.155121,40.943281
-78.645894,35.774923
-73.951278,41.921346
-122.35413,37.936752
-117.369988,33.97567
-77.145995,39.084547
-121.237299,38.791006
-77.797855,35.938001
-119.812123,39.528521
-77.608057,43.163411
-75.44996,43.199425
-83.14701,42.488439
-72.665459,43.922398
-73.371093,44.99487
-121.286286,38.750016
-71.147894,42.210242
-88.159126,40.310905
-72.981538,43.605756
-99.997556,48.369846
-77.429512,37.534209
-77.496943,37.617693
-73.086191,44.81236
-121.500704,38.584004
-80.466323,35.667496
-117.169576,32.716169
-70.449139,43.496191
-73.810027,43.08281
-98.478143,29.41935
-81.148264,32.083412
-119.692785,34.413718
-81.434202,27.496632
-111.856649,48.506748
-121.936576,37.353219
-94.149093,45.567748
-90.815246,29.746678
-89.782565,30.278372
-73.942887,42.814606
-122.330161,47.598445
-93.228706,38.711604
-81.291274,28.808544
-118.695163,34.270204
-121.902388,37.329933
-86.484484,42.10908
-121.285632,37.945468
-121.279,37.957038
-82.717866,41.440671
-111.908349,40.761661
-123.028331,44.932331
-120.654701,35.276434
-97.941049,29.876571
-87.809742,41.794912
-117.856607,33.751629
-117.310659,34.104112
-117.663813,33.501318
-102.398746,30.139951
-117.619733,33.419645
-121.656745,36.679145
-86.287345,41.67836
-117.271135,32.992937
-79.390303,35.175069
-81.936917,34.953736
-72.592905,42.105987
-89.651384,39.802323
-117.415455,47.65672
-94.795331,46.354601
-82.963751,38.721281
-116.545583,48.276234
-117.224892,32.902684
-78.280099,35.532786
-79.071776,38.147639
-90.203838,38.624461
-73.54216,41.04713
-102.389379,48.319813
-122.349935,48.242638
-122.041099,38.243401
-87.9063,42.718292
-76.169244,43.076548
-122.420509,47.241894
-97.407763,30.567667
-83.331542,34.578456
-87.560228,33.193165
-81.078754,37.956986
-84.289348,30.432611
-90.505331,43.986007
-83.541721,41.638345
-95.664916,39.051415
-82.450777,27.952492
-97.345792,31.095883
-74.75444,40.219011
-104.507981,37.172688
-120.798009,37.527229
-83.191026,42.542555
-120.185387,39.327616
-122.240254,47.461081
-110.96677,32.222977
-94.043082,33.420067
-78.24047,40.667705
-75.223434,43.103892
-122.686544,45.628901
-119.299918,34.276929
-118.448206,34.211294
-117.292956,34.5372
-72.751806,44.335011
-119.332309,35.594092
-91.012717,38.561466
-93.7409,38.76275
-77.006422,38.896993
-76.708564,37.276414
-77.247852,38.658915
-89.777451,43.626509
-70.612192,43.320836
-120.306552,47.421556
-72.825221,41.456969
-114.335575,48.413474
-113.979164,48.496218
-73.403207,43.554694
-120.966142,45.657669
-75.551095,39.737263
-91.640073,44.044404
-105.817388,39.947566
-77.908029,35.723135
-110.694981,35.021666
-71.82978,41.381081
-112.190106,35.25195
-72.642253,41.852013
-72.626101,41.913956
-72.384958,43.479908
-117.73221,40.969044
-90.956766,36.06766
-71.143823,42.517358
-71.794812,42.261478
-80.062184,26.712554
-81.352009,28.597106
-105.642736,48.091672
-72.317272,43.647785
-73.451773,44.187288
-80.304004,37.786443
-81.734878,28.002146
-85.024298,41.431816
-103.620926,48.143
-90.41523,32.848477
-80.846901,32.688286
-73.902263,40.935586
-114.615571,32.723139
