ALAND,AWATER,CD116FP,CDSESSN,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,NAMELSAD,NUMPOINTSairports,STATEFP,amtrak,breweries,fairgrounds,farms,fortune,hospitals,military,mobilehome,museums,result,sportsvenues,starbucks,amtrak_alpha_pct,breweries_alpha_pct,fairgrounds_alpha_pct,fortune_alpha_pct,hospitals_alpha_pct,mobilehome_alpha_pct,museums_alpha_pct,sportsvenues_alpha_pct,starbucks_alpha_pct,farms_alpha_pct,military_alpha_pct
980857787,27754091,06,116,N,1706,+42.0671182,-088.4044355,C2,G5200,Congressional District 6,2,17,1,7,0,187,3,7,0,4,62,D,0,53,21.25,26.25,0.0,21.25,23.181818181818183,1.9391634980988592,52.17821782178218,0.0,97.93478260869564,1.3301255230125524,0.0
613376406,13496849,03,116,N,1703,+41.6789774,-087.8919745,C2,G5200,Congressional District 3,2,17,2,8,0,97,0,3,0,17,34,D,2,29,42.5,30.0,0.0,0.0,9.935064935064934,8.241444866920151,28.613861386138613,63.75,53.586956521739125,0.6899581589958158,0.0
777404163,31605644,10,116,N,1710,+42.2800147,-087.9399419,C2,G5200,Congressional District 10,3,17,0,9,0,141,13,9,4,20,48,D,1,42,0.0,33.75,0.0,92.08333333333333,29.805194805194805,9.695817490494296,40.396039603960396,31.875,77.60869565217392,1.0029288702928871,48.57142857142857
135804048,966145,04,116,N,1704,+41.8862970,-087.9205610,C2,G5200,Congressional District 4,0,17,0,9,0,0,0,7,0,3,16,D,0,10,0.0,33.75,0.0,0.0,23.181818181818183,1.4543726235741445,13.465346534653465,0.0,18.47826086956522,0.0,0.0
2147483647,215086398,03,116,N,1303,+33.1505217,-084.7286640,C2,G5200,Congressional District 3,12,13,0,6,0,3475,0,15,0,61,51,R,1,19,0.0,22.5,0.0,0.0,49.675324675324674,29.572243346007607,42.92079207920792,31.875,35.108695652173914,24.717573221757323,0.0
2147483647,459100029,10,116,N,1310,+33.4242062,-083.0623090,C2,G5200,Congressional District 10,11,13,0,3,0,5566,0,19,0,61,63,R,2,13,0.0,11.25,0.0,0.0,62.922077922077925,29.572243346007607,53.01980198019802,63.75,24.02173913043478,39.5907949790795,0.0
1287444270,21757037,04,116,N,1304,+33.6976377,-084.0514329,C2,G5200,Congressional District 4,1,13,0,4,0,248,0,5,0,14,14,D,0,7,0.0,15.0,0.0,0.0,16.558441558441558,6.787072243346008,11.782178217821782,0.0,12.934782608695652,1.7640167364016737,0.0
686276539,5016095,05,116,N,1305,+33.7069846,-084.4011185,C2,G5200,Congressional District 5,2,13,1,10,0,30,5,23,4,12,86,D,7,45,21.25,37.5,0.0,35.41666666666667,76.16883116883116,5.817490494296578,72.37623762376238,223.125,83.15217391304348,0.2133891213389121,48.57142857142857
1849961415,25795622,13,116,N,1313,+33.6291014,-084.5664533,C2,G5200,Congressional District 13,0,13,0,1,0,342,0,9,0,48,17,D,0,11,0.0,3.75,0.0,0.0,29.805194805194805,23.269961977186313,14.306930693069306,0.0,20.32608695652174,2.432635983263598,0.0
2147483647,410740104,09,116,N,1309,+34.5061129,-083.6870501,C2,G5200,Congressional District 9,10,13,2,5,0,7080,0,17,0,71,57,R,0,23,42.5,18.75,0.0,0.0,56.298701298701296,34.42015209125475,47.97029702970297,0.0,42.5,50.35983263598327,0.0
2147483647,869815412,51,116,N,0651,+32.9955751,-115.5255338,C2,G5200,Congressional District 51,8,06,0,9,0,721,0,5,10,159,19,D,0,29,0.0,33.75,0.0,0.0,16.558441558441558,77.08174904942965,15.99009900990099,0.0,53.586956521739125,5.128451882845188,121.42857142857142
565796768,2403435,28,116,N,0628,+34.2500576,-118.2914520,C2,G5200,Congressional District 28,1,06,2,5,0,133,2,8,0,4,58,D,0,65,42.5,18.75,0.0,14.166666666666666,26.493506493506494,1.9391634980988592,48.81188118811882,0.0,120.1086956521739,0.9460251046025104,0.0
2147483647,1948066307,01,116,N,0601,+40.7319880,-121.5105160,C2,G5200,Congressional District 1,32,06,4,17,0,8970,0,26,2,473,121,R,0,39,85.0,63.75,0.0,0.0,86.1038961038961,229.30608365019012,101.83168316831683,0.0,72.06521739130434,63.80334728033472,24.285714285714285
1017219867,25241077,07,116,N,1307,+34.0401920,-084.0829587,C2,G5200,Congressional District 7,1,13,0,1,0,209,3,7,1,16,12,,1,36,0.0,3.75,0.0,21.25,23.181818181818183,7.756653992395437,10.099009900990099,31.875,66.52173913043478,1.4866108786610879,12.142857142857142
2147483647,438955826,02,116,N,1302,+31.8162371,-084.4190306,C2,G5200,Congressional District 2,16,13,0,2,1,5559,1,30,3,131,77,D,1,8,0.0,7.5,63.75,7.083333333333333,99.35064935064935,63.50760456273764,64.8019801980198,31.875,14.782608695652174,39.541004184100416,36.42857142857142
774251171,13986249,06,116,N,1306,+34.0130516,-084.3456624,C2,G5200,Congressional District 6,1,13,0,5,0,105,4,7,0,0,32,D,0,48,0.0,18.75,0.0,28.333333333333332,23.181818181818183,0.0,26.93069306930693,0.0,88.69565217391305,0.7468619246861925,0.0
2147483647,51880746,14,116,N,1314,+34.4305862,-085.0978762,C2,G5200,Congressional District 14,6,13,0,0,0,4184,1,16,1,75,40,R,0,10,0.0,0.0,0.0,7.083333333333333,52.98701298701299,36.35931558935361,33.66336633663366,0.0,18.47826086956522,29.760669456066946,12.142857142857142
2147483647,388832054,02,116,N,2102,+37.5446206,-085.9904901,C2,G5200,Congressional District 2,10,21,0,3,0,19734,0,18,1,119,83,R,2,13,0.0,11.25,0.0,0.0,59.61038961038961,57.69011406844106,69.85148514851485,63.75,24.02173913043478,140.36736401673642,12.142857142857142
2147483647,115148400,06,116,N,2106,+38.0534473,-084.1547782,C2,G5200,Congressional District 6,8,21,0,14,0,11655,0,23,2,72,100,R,4,32,0.0,52.5,0.0,0.0,76.16883116883116,34.90494296577947,84.15841584158416,127.5,59.130434782608695,82.90167364016736,24.285714285714285
2147483647,2147483647,01,116,N,2201,+29.6364920,-089.9053610,C2,G5200,Congressional District 1,5,22,2,6,0,1386,0,39,5,131,55,R,4,23,42.5,22.5,0.0,0.0,129.15584415584414,63.50760456273764,46.28712871287129,127.5,42.5,9.85857740585774,60.71428571428571
2147483647,2147483647,03,116,N,2203,+29.9270215,-092.4364185,C2,G5200,Congressional District 3,14,22,3,3,0,5363,0,48,0,408,58,R,4,14,63.75,11.25,0.0,0.0,158.96103896103895,197.79467680608363,48.81188118811882,127.5,25.869565217391305,38.14686192468619,0.0
2147483647,1118524221,05,116,N,2205,+31.7664463,-091.8235236,C2,G5200,Congressional District 5,27,22,0,4,0,11106,1,67,4,289,64,R,6,5,0.0,15.0,0.0,7.083333333333333,221.88311688311688,140.10456273764257,53.86138613861386,191.25,9.23913043478261,78.99665271966528,48.57142857142857
2147483647,135299678,03,116,N,1803,+41.0967951,-085.2362774,C2,G5200,Congressional District 3,10,18,1,5,0,11801,2,24,0,198,92,R,1,23,21.25,18.75,0.0,14.166666666666666,79.48051948051948,95.98859315589354,77.42574257425743,31.875,42.5,83.94016736401673,0.0
2147483647,40864910,05,116,N,1805,+40.2486316,-085.8695988,C2,G5200,Congressional District 5,8,18,0,11,0,2682,0,23,1,79,63,R,1,52,0.0,41.25,0.0,0.0,76.16883116883116,38.29847908745247,53.01980198019802,31.875,96.08695652173913,19.076987447698745,12.142857142857142
2147483647,70295098,04,116,N,1804,+40.3810879,-086.8594124,C2,G5200,Congressional District 4,17,18,3,7,0,8570,0,23,0,117,83,R,2,19,63.75,26.25,0.0,0.0,76.16883116883116,56.72053231939163,69.85148514851485,63.75,35.108695652173914,60.9581589958159,0.0
787296961,4586270,07,116,N,1807,+39.7468732,-086.1390065,C2,G5200,Congressional District 7,3,18,1,11,1,185,3,16,1,33,59,D,7,31,21.25,41.25,63.75,21.25,52.98701298701299,15.998098859315588,49.65346534653465,223.125,57.28260869565217,1.3158995815899581,12.142857142857142
2147483647,2075874473,01,116,N,1301,+31.3174384,-081.9425449,C2,G5200,Congressional District 1,12,13,2,4,0,2069,0,21,4,177,76,R,2,25,42.5,15.0,0.0,0.0,69.54545454545455,85.80798479087453,63.96039603960396,63.75,46.19565217391305,14.71673640167364,48.57142857142857
725929838,16218367,11,116,N,1711,+41.6422523,-088.1474167,C2,G5200,Congressional District 11,2,17,1,8,0,131,0,7,0,11,23,D,1,32,21.25,30.0,0.0,0.0,23.181818181818183,5.332699619771863,19.356435643564357,31.875,59.130434782608695,0.9317991631799163,0.0
272986457,1558240,09,116,N,1709,+42.0526844,-087.8101853,C2,G5200,Congressional District 9,0,17,1,3,0,0,0,12,0,2,46,D,3,43,21.25,11.25,0.0,0.0,39.74025974025974,0.9695817490494296,38.71287128712871,95.625,79.45652173913044,0.0,0.0
2147483647,353131952,15,116,N,1715,+38.9051694,-088.4420793,C2,G5200,Congressional District 15,26,17,4,4,0,22203,0,27,1,127,110,R,2,2,85.0,15.0,0.0,0.0,89.41558441558442,61.56844106463878,92.57425742574257,63.75,3.6956521739130435,157.9292887029289,12.142857142857142
2147483647,387103686,08,116,N,4708,+35.8508609,-089.1018305,C2,G5200,Congressional District 8,12,47,1,1,0,7529,2,25,3,70,47,R,2,19,21.25,3.75,0.0,14.166666666666666,82.79220779220779,33.93536121673004,39.554455445544555,63.75,35.108695652173914,53.55355648535565,36.42857142857142
149408223,1743216,40,116,N,0640,+33.9698668,-118.1792067,C2,G5200,Congressional District 40,0,06,0,1,0,16,0,8,0,82,8,D,0,20,0.0,3.75,0.0,0.0,26.493506493506494,39.752851711026615,6.732673267326732,0.0,36.95652173913044,0.11380753138075314,0.0
100885569,211661576,12,116,N,0612,+37.7855141,-122.4340005,C2,G5200,Congressional District 12,0,06,0,15,0,0,6,18,2,1,117,D,2,82,0.0,56.25,0.0,42.5,59.61038961038961,0.4847908745247148,98.46534653465346,63.75,151.52173913043478,0.0,24.285714285714285
856078764,5161857,45,116,N,0645,+33.7142584,-117.6683553,C2,G5200,Congressional District 45,0,06,1,4,0,114,1,9,0,17,32,,1,71,21.25,15.0,0.0,7.083333333333333,29.805194805194805,8.241444866920151,26.93069306930693,31.875,131.19565217391303,0.8108786610878661,0.0
2147483647,156751435,03,116,N,1903,+41.2095427,-094.6403809,C2,G5200,Congressional District 3,17,19,1,15,1,12191,2,27,2,67,113,D,2,31,21.25,56.25,63.75,14.166666666666666,89.41558441558442,32.48098859315589,95.0990099009901,63.75,57.28260869565217,86.71422594142258,24.285714285714285
-1521864120,70586962,11,116,N,1311,+34.1804322,-084.6514936,C2,G5200,Congressional District 11,3,13,0,6,1,936,4,9,3,82,60,R,1,44,0.0,22.5,63.75,28.333333333333332,29.805194805194805,39.752851711026615,50.4950495049505,31.875,81.30434782608695,6.657740585774059,36.42857142857142
2147483647,310156061,12,116,N,1312,+32.4133308,-082.2238419,C2,G5200,Congressional District 12,17,13,0,2,0,6035,0,28,1,180,43,R,3,18,0.0,7.5,0.0,0.0,92.72727272727273,87.26235741444866,36.18811881188119,95.625,33.26086956521739,42.92677824267782,12.142857142857142
2147483647,298759475,08,116,N,1308,+31.7798073,-083.4515115,C2,G5200,Congressional District 8,15,13,0,0,1,6419,0,24,1,140,35,R,0,11,0.0,0.0,63.75,0.0,79.48051948051948,67.87072243346007,29.455445544554454,0.0,20.32608695652174,45.6581589958159,12.142857142857142
2147483647,858297386,04,116,N,0604,+37.9824523,-119.9279734,C2,G5200,Congressional District 4,12,06,4,20,0,5257,0,13,1,247,99,R,0,66,85.0,75.0,0.0,0.0,43.05194805194805,119.74334600760457,83.31683168316832,0.0,121.95652173913044,37.3928870292887,12.142857142857142
-1277607842,10371897,22,116,N,0622,+36.4768778,-119.3895422,C2,G5200,Congressional District 22,7,06,0,5,0,3817,0,13,0,72,37,R,2,48,0.0,18.75,0.0,0.0,43.05194805194805,34.90494296577947,31.13861386138614,63.75,88.69565217391305,27.150209205020918,0.0
-1055257452,140669213,09,116,N,0609,+38.0104060,-121.3065618,C2,G5200,Congressional District 9,4,06,3,4,0,3238,0,9,1,111,25,D,1,38,63.75,15.0,0.0,0.0,29.805194805194805,53.81178707224335,21.03960396039604,31.875,70.21739130434783,23.03179916317992,12.142857142857142
1252797745,53745455,09,116,N,4709,+35.1676342,-089.9788605,C2,G5200,Congressional District 9,4,47,1,7,0,228,1,15,4,18,46,D,3,22,21.25,26.25,0.0,7.083333333333333,49.675324675324674,8.726235741444867,38.71287128712871,95.625,40.65217391304348,1.6217573221757322,48.57142857142857
2147483647,324676580,06,116,N,4706,+36.1947713,-085.7784340,C2,G5200,Congressional District 6,13,47,0,8,0,13698,0,21,1,91,61,R,1,15,0.0,30.0,0.0,0.0,69.54545454545455,44.11596958174905,51.336633663366335,31.875,27.717391304347824,97.43347280334727,12.142857142857142
2147483647,1310417824,01,116,N,1601,+45.2967502,-116.0358424,C2,G5200,Congressional District 1,62,16,1,19,0,11404,0,23,5,212,96,R,1,37,21.25,71.25,0.0,0.0,76.16883116883116,102.77566539923954,80.79207920792079,31.875,68.36956521739131,81.11631799163179,60.71428571428571
2147483647,1081304733,02,116,N,1602,+43.4439256,-113.3642618,C2,G5200,Congressional District 2,57,16,0,18,2,13412,2,32,1,238,116,R,4,29,0.0,67.5,127.5,14.166666666666666,105.97402597402598,115.38022813688212,97.62376237623764,127.5,53.586956521739125,95.39916317991633,12.142857142857142
820299648,4159166,41,116,N,0641,+33.9180748,-117.2974203,C2,G5200,Congressional District 41,4,06,1,4,0,426,0,8,2,56,40,D,1,28,21.25,15.0,0.0,0.0,26.493506493506494,27.14828897338403,33.66336633663366,31.875,51.73913043478261,3.0301255230125523,24.285714285714285
1812584403,7549848,27,116,N,0627,+34.2650833,-117.9348875,C2,G5200,Congressional District 27,0,06,0,5,0,154,1,11,0,19,65,D,2,55,0.0,18.75,0.0,7.083333333333333,36.42857142857142,9.211026615969581,54.7029702970297,63.75,101.63043478260869,1.095397489539749,0.0
480149991,21997291,17,116,N,0617,+37.4410278,-121.9665776,C2,G5200,Congressional District 17,0,06,2,4,0,74,11,5,1,31,28,D,2,70,42.5,15.0,0.0,77.91666666666667,16.558441558441558,15.02851711026616,23.564356435643564,63.75,129.34782608695653,0.5263598326359833,12.142857142857142
672683232,827165077,14,116,N,0614,+37.5748023,-122.4936563,C2,G5200,Congressional District 14,3,06,0,6,0,180,6,8,1,21,49,D,1,66,0.0,22.5,0.0,42.5,26.493506493506494,10.180608365019012,41.23762376237623,31.875,121.95652173913044,1.2803347280334727,12.142857142857142
2147483647,-2067550138,04,116,N,4104,+43.4720025,-123.2731321,C2,G5200,Congressional District 4,24,41,2,23,0,8820,0,17,1,269,125,D,4,46,42.5,86.25,0.0,0.0,56.298701298701296,130.4087452471483,105.1980198019802,127.5,85.0,62.73640167364017,12.142857142857142
2147483647,1904150525,02,116,N,4102,+43.8374944,-119.5968497,C2,G5200,Congressional District 2,43,41,2,43,0,13284,1,24,5,301,143,R,0,49,42.5,161.25,0.0,7.083333333333333,79.48051948051948,145.92205323193915,120.34653465346534,0.0,90.54347826086958,94.4887029288703,60.71428571428571
2147483647,1221417588,01,116,N,2101,+37.0846029,-087.1849382,C2,G5200,Congressional District 1,22,21,1,4,0,22897,0,29,2,148,76,R,2,3,21.25,15.0,0.0,0.0,96.03896103896105,71.7490494296578,63.96039603960396,63.75,5.543478260869565,162.86569037656903,24.285714285714285
827821298,40946491,03,116,N,2103,+38.1894013,-085.6974571,C2,G5200,Congressional District 3,2,21,0,13,1,223,3,17,1,28,78,D,4,37,0.0,48.75,63.75,21.25,56.298701298701296,13.574144486692015,65.64356435643565,127.5,68.36956521739131,1.5861924686192468,12.142857142857142
2147483647,312392707,05,116,N,2105,+37.3688281,-083.5218984,C2,G5200,Congressional District 5,13,21,0,3,0,11144,0,24,0,192,60,R,1,3,0.0,11.25,0.0,0.0,79.48051948051948,93.07984790874525,50.4950495049505,31.875,5.543478260869565,79.26694560669456,0.0
2147483647,296600515,04,116,N,2104,+38.5689729,-084.4370062,C2,G5200,Congressional District 4,4,21,3,7,0,11411,0,17,0,80,72,R,4,25,63.75,26.25,0.0,0.0,56.298701298701296,38.78326996197718,60.59405940594059,127.5,46.19565217391305,81.16610878661088,0.0
2147483647,462200658,12,116,N,1712,+37.9933075,-089.4278909,C2,G5200,Congressional District 12,11,17,3,5,1,6959,0,23,3,156,91,R,1,10,63.75,18.75,63.75,0.0,76.16883116883116,75.6273764258555,76.58415841584159,31.875,18.47826086956522,49.499163179916316,36.42857142857142
532623690,10394846,08,116,N,1708,+42.0096620,-088.0966499,C2,G5200,Congressional District 8,1,17,0,7,0,21,2,5,0,9,31,D,1,44,0.0,26.25,0.0,14.166666666666666,16.558441558441558,4.363117870722434,26.08910891089109,31.875,81.30434782608695,0.1493723849372385,0.0
2147483647,-172942708,02,116,N,0602,+40.0940587,-123.4649741,C2,G5200,Congressional District 2,27,06,0,24,0,5047,0,20,1,346,139,D,0,57,0.0,90.0,0.0,0.0,66.23376623376623,167.73764258555133,116.98019801980197,0.0,105.32608695652173,35.89916317991632,12.142857142857142
262655737,3823181,38,116,N,0638,+33.9394788,-118.0626041,C2,G5200,Congressional District 38,0,06,0,2,0,30,0,14,2,67,16,D,0,46,0.0,7.5,0.0,0.0,46.36363636363637,32.48098859315589,13.465346534653465,0.0,85.0,0.2133891213389121,24.285714285714285
2147483647,-2019292205,01,116,N,0101,+31.0020519,-087.7879717,C2,G5200,Congressional District 1,14,01,2,3,1,3041,0,16,5,204,69,R,2,15,42.5,11.25,63.75,0.0,52.98701298701299,98.89733840304181,58.069306930693074,63.75,27.717391304347824,21.630543933054394,60.71428571428571
2147483647,471223121,03,116,N,0103,+33.1505639,-085.7002277,C2,G5200,Congressional District 3,12,01,1,2,0,5244,0,18,4,230,52,R,5,10,21.25,7.5,0.0,0.0,59.61038961038961,111.50190114068441,43.76237623762376,159.375,18.47826086956522,37.30041841004184,48.57142857142857
2147483647,459955499,05,116,N,0105,+34.7552973,-086.7118036,C2,G5200,Congressional District 5,9,01,0,10,0,6283,0,15,1,114,59,R,1,15,0.0,37.5,0.0,0.0,49.675324675324674,55.266159695817485,49.65346534653465,31.875,27.717391304347824,44.6907949790795,12.142857142857142
2147483647,573214646,04,116,N,0104,+34.1181796,-087.2138079,C2,G5200,Congressional District 4,15,01,0,5,0,12450,0,19,0,136,65,R,0,2,0.0,18.75,0.0,0.0,62.922077922077925,65.93155893536121,54.7029702970297,0.0,3.6956521739130435,88.55648535564853,0.0
2147483647,332882012,07,116,N,0107,+32.4492349,-087.6405014,C2,G5200,Congressional District 7,15,01,2,10,1,4556,1,26,4,97,112,D,5,13,42.5,37.5,63.75,7.083333333333333,86.1038961038961,47.02471482889734,94.25742574257426,159.375,24.02173913043478,32.40669456066945,48.57142857142857
2147483647,303582941,02,116,N,0102,+31.7020846,-086.0768417,C2,G5200,Congressional District 2,19,01,0,2,1,8890,0,27,16,186,68,R,2,7,0.0,7.5,63.75,0.0,89.41558441558442,90.17110266159696,57.227722772277225,63.75,12.934782608695652,63.23430962343096,194.28571428571428
2147483647,176793844,06,116,N,0106,+33.2602125,-086.7134302,C2,G5200,Congressional District 6,5,01,0,1,0,2759,0,12,0,103,40,R,2,22,0.0,3.75,0.0,0.0,39.74025974025974,49.93346007604563,33.66336633663366,63.75,40.65217391304348,19.624686192468616,0.0
470709134,640204070,13,116,N,1213,+27.8259163,-082.7264422,C2,G5200,Congressional District 13,3,12,0,21,0,87,3,14,0,224,49,D,2,28,0.0,78.75,0.0,21.25,46.36363636363637,108.59315589353612,41.23762376237623,63.75,51.73913043478261,0.6188284518828452,0.0
2147483647,2147483647,26,116,N,1226,+25.1707427,-081.0952687,C2,G5200,Congressional District 26,4,12,0,4,0,2382,0,8,8,113,51,D,3,19,0.0,15.0,0.0,0.0,26.493506493506494,54.78136882129278,42.92079207920792,95.625,35.108695652173914,16.943096234309625,97.14285714285714
424130319,254083069,22,116,N,1222,+26.2721076,-080.1252119,C2,G5200,Congressional District 22,2,12,1,7,0,133,2,11,0,29,36,D,2,42,21.25,26.25,0.0,14.166666666666666,36.42857142857142,14.05893536121673,30.297029702970296,63.75,77.60869565217392,0.9460251046025104,0.0
2147483647,798928316,09,116,N,1209,+28.0353419,-081.2906169,C2,G5200,Congressional District 9,6,12,2,3,0,578,0,12,2,333,22,D,0,11,42.5,11.25,0.0,0.0,39.74025974025974,161.43536121673006,18.514851485148515,0.0,20.32608695652174,4.111297071129707,24.285714285714285
1937060134,1603487946,19,116,N,1219,+26.4316252,-081.9067678,C2,G5200,Congressional District 19,4,12,0,13,0,480,1,10,0,171,63,R,2,38,0.0,48.75,0.0,7.083333333333333,33.116883116883116,82.89923954372624,53.01980198019802,63.75,70.21739130434783,3.4142259414225937,0.0
582542737,28225242,01,116,N,2901,+38.7283860,-090.2962282,C2,G5200,Congressional District 1,1,29,1,13,0,60,3,22,1,4,96,D,4,30,21.25,48.75,0.0,21.25,72.85714285714285,1.9391634980988592,80.79207920792079,127.5,55.43478260869565,0.4267782426778242,12.142857142857142
2147483647,368043248,03,116,N,2903,+38.5781714,-091.5631850,C2,G5200,Congressional District 3,13,29,3,4,0,11580,0,15,2,143,67,R,0,15,63.75,15.0,0.0,0.0,49.675324675324674,69.32509505703422,56.38613861386139,0.0,27.717391304347824,82.3682008368201,24.285714285714285
2147483647,89873789,05,116,N,2905,+39.1414460,-093.7839363,C2,G5200,Congressional District 5,8,29,3,17,0,3727,0,24,0,32,104,D,3,21,63.75,63.75,0.0,0.0,79.48051948051948,15.513307984790874,87.52475247524752,95.625,38.80434782608696,26.51004184100418,0.0
2147483647,744247785,04,116,N,2904,+38.2824253,-093.3189947,C2,G5200,Congressional District 4,22,29,2,5,1,23699,0,25,3,182,90,R,2,16,42.5,18.75,63.75,0.0,82.79220779220779,88.2319391634981,75.74257425742574,63.75,29.565217391304348,168.5702928870293,36.42857142857142
2147483647,248542030,07,116,N,2907,+36.9910613,-093.7063517,C2,G5200,Congressional District 7,14,29,0,5,0,12894,1,22,2,144,85,R,1,29,0.0,18.75,0.0,7.083333333333333,72.85714285714285,69.80988593155894,71.53465346534654,31.875,53.586956521739125,91.71464435146444,24.285714285714285
1206284592,37571451,02,116,N,2902,+38.6029696,-090.5323369,C2,G5200,Congressional District 2,2,29,1,5,0,209,6,17,1,35,71,R,0,36,21.25,18.75,0.0,42.5,56.298701298701296,16.96768060836502,59.75247524752476,0.0,66.52173913043478,1.4866108786610879,12.142857142857142
2147483647,528128323,06,116,N,2906,+39.9480143,-093.2935421,C2,G5200,Congressional District 6,26,29,1,5,0,27780,0,26,3,93,138,R,0,25,21.25,18.75,0.0,0.0,86.1038961038961,45.08555133079848,116.13861386138615,0.0,46.19565217391305,197.59832635983264,36.42857142857142
2147483647,444793592,08,116,N,2908,+37.1941281,-090.9345152,C2,G5200,Congressional District 8,38,29,2,6,0,19222,0,30,1,117,91,R,1,4,42.5,22.5,0.0,0.0,99.35064935064935,56.72053231939163,76.58415841584159,31.875,7.391304347826087,136.72552301255232,12.142857142857142
2147483647,408680692,01,116,N,2801,+34.1975177,-089.0035117,C2,G5200,Congressional District 1,22,28,0,1,0,10989,0,26,1,119,49,R,3,11,0.0,3.75,0.0,0.0,86.1038961038961,57.69011406844106,41.23762376237623,95.625,20.32608695652174,78.16443514644351,12.142857142857142
2147483647,341749292,03,116,N,2803,+32.0149304,-089.7405887,C2,G5200,Congressional District 3,18,28,4,3,1,10656,0,45,4,151,77,R,3,7,85.0,11.25,63.75,0.0,149.02597402597402,73.20342205323195,64.8019801980198,95.625,12.934782608695652,75.79581589958158,48.57142857142857
2147483647,-2076651865,04,116,N,2804,+30.9941864,-089.0903341,C2,G5200,Congressional District 4,15,28,5,6,0,6175,0,23,6,269,57,R,2,11,106.25,22.5,0.0,0.0,76.16883116883116,130.4087452471483,47.97029702970297,63.75,20.32608695652174,43.92259414225941,72.85714285714285
2147483647,958174343,02,116,N,2802,+33.1782150,-090.3514005,C2,G5200,Congressional District 2,24,28,3,3,0,10256,0,35,1,185,63,D,3,3,63.75,11.25,0.0,0.0,115.9090909090909,89.68631178707224,53.01980198019802,95.625,5.543478260869565,72.95062761506277,12.142857142857142
907100845,51162830,01,116,N,3401,+39.7919748,-075.0559210,C2,G5200,Congressional District 1,3,34,0,15,0,357,1,13,0,17,47,D,0,20,0.0,56.25,0.0,7.083333333333333,43.05194805194805,8.241444866920151,39.554455445544555,0.0,36.95652173913044,2.5393305439330547,0.0
-1968134305,618205570,03,116,N,3403,+39.8989740,-074.4763431,C2,G5200,Congressional District 3,5,34,0,12,0,860,1,16,3,23,53,,0,19,0.0,45.0,0.0,7.083333333333333,52.98701298701299,11.15019011406844,44.603960396039604,0.0,35.108695652173914,6.117154811715482,36.42857142857142
196397289,12474852,10,116,N,3410,+40.7089641,-074.2090452,C2,G5200,Congressional District 10,2,34,2,3,0,0,2,11,0,1,38,D,3,10,42.5,11.25,0.0,14.166666666666666,36.42857142857142,0.4847908745247148,31.98019801980198,95.625,18.47826086956522,0.0,0.0
1789674324,49701555,04,116,N,3404,+40.1650024,-074.3169967,C2,G5200,Congressional District 4,3,34,0,10,0,906,0,9,4,28,56,R,0,21,0.0,37.5,0.0,0.0,29.805194805194805,13.574144486692015,47.12871287128713,0.0,38.80434782608696,6.4443514644351465,48.57142857142857
-1726527806,83673745,05,116,N,3405,+40.9738214,-075.1342110,C2,G5200,Congressional District 5,6,34,0,4,1,1571,2,12,0,8,84,D,2,32,0.0,15.0,63.75,14.166666666666666,39.74025974025974,3.8783269961977185,70.6930693069307,63.75,59.130434782608695,11.174476987447699,0.0
-1782810953,47085986,07,116,N,3407,+40.6317476,-074.7895041,C2,G5200,Congressional District 7,6,34,0,6,0,2154,3,14,0,7,106,D,1,29,0.0,22.5,0.0,21.25,46.36363636363637,3.393536121673004,89.20792079207921,31.875,53.586956521739125,15.321338912133891,0.0
2147483647,2034703850,02,116,N,3402,+39.3932996,-074.9072568,C2,G5200,Congressional District 2,11,34,0,20,0,2409,0,17,1,82,115,D,0,18,0.0,75.0,0.0,0.0,56.298701298701296,39.752851711026615,96.78217821782178,0.0,33.26086956521739,17.135146443514643,12.142857142857142
246870811,19480622,09,116,N,3409,+40.8607823,-074.0738236,C2,G5200,Congressional District 9,1,34,0,1,0,11,3,8,0,2,27,D,2,18,0.0,3.75,0.0,21.25,26.493506493506494,0.9695817490494296,22.722772277227723,63.75,33.26086956521739,0.07824267782426778,0.0
1310058632,67984687,11,116,N,3411,+40.9020187,-074.4505390,C2,G5200,Congressional District 11,3,34,0,5,0,264,7,13,1,6,86,D,0,29,0.0,18.75,0.0,49.583333333333336,43.05194805194805,2.908745247148289,72.37623762376238,0.0,53.586956521739125,1.8778242677824266,12.142857142857142
557571516,503799396,06,116,N,3406,+40.3465672,-074.2150836,C2,G5200,Congressional District 6,0,34,2,6,0,122,1,13,1,16,50,D,5,20,42.5,22.5,0.0,7.083333333333333,43.05194805194805,7.756653992395437,42.07920792079208,159.375,36.95652173913044,0.8677824267782427,12.142857142857142
1067381022,18504392,12,116,N,3412,+40.3742188,-074.5740550,C2,G5200,Congressional District 12,2,34,2,4,0,416,1,13,1,6,76,D,2,19,42.5,15.0,0.0,7.083333333333333,43.05194805194805,2.908745247148289,63.96039603960396,63.75,35.108695652173914,2.9589958158995815,12.142857142857142
270624142,16683,01,116,N,3201,+36.1335429,-115.1515423,C2,G5200,Congressional District 1,1,32,0,2,0,0,2,21,0,68,36,D,2,85,0.0,7.5,0.0,14.166666666666666,69.54545454545455,32.965779467680605,30.297029702970296,63.75,157.06521739130434,0.0,0.0
